features,condition,n,k_pos,win_rate,wilson_lower,p_value,complexity,outcome
dig_Sa|dig_Ma|ix_paksha_nak,friendly||neutral||KRISHNA_Hasta,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ju|ix_paksha_nak|parivartana_any_s,own||SHUKLA_Bharani||parivartana_any=1,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Me|nakl_dig|ix_paksha_nak,enemy||friendly||KRISHNA_Bharani,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
paksha|dig_Mo|dig_Ma,SHUKLA||exact_debil||friendly,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
dig_Me|nakl_dig|ix_paksha_nak,enemy||enemy||SHUKLA_Vishakha,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Sa|dig_Ma|ix_paksha_nak,friendly||friendly||SHUKLA_Mrigashira,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
paksha|dig_Sa|dig_Ve,SHUKLA||exact_exalt||neutral,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Sa|dig_Ma|ix_paksha_nak,friendly||enemy||SHUKLA_Chitra,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ma|tara_quality|nakl_dig,moolatrikona||good||friendly,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ve|ix_paksha_nak|parivartana_any_s,enemy||SHUKLA_PurvaBhadrapada||parivartana_any=1,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ve|ix_paksha_nak|neecha_bhanga_s,neutral||SHUKLA_Bharani||neecha_bhanga=1,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Sa|dig_Mo|ix_paksha_ju_dig,debilitated||friendly||SHUKLA_neutral,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ve|choghadiya_quality|ix_paksha_ju_dig,exalted||avoid||SHUKLA_neutral,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ve|tara_quality|sade_sati_phase,own||good||peak,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ve|ix_paksha_ju_dig|ix_paksha_nak,friendly||SHUKLA_own||SHUKLA_Punarvasu,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ve|ix_paksha_ju_dig|ix_paksha_nak,friendly||KRISHNA_debilitated||KRISHNA_Swati,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Sa|dig_Ma|tara_quality,own||moolatrikona||achievement,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|dig_Ju|nakl_spd,Ashlesha||own||mean,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Ju|choghadiya_quality,UttaraBhadrapada||debilitated||avoid,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ve|hora_at_open|ix_paksha_nak,own||Ve||SHUKLA_Swati,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ve|hora_at_open|ix_paksha_nak,own||Ma||KRISHNA_UttaraBhadrapada,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Sa|dig_Mo|parivartana_any_s,exact_debil||friendly||parivartana_any=1,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ve|hora_at_open|ix_paksha_nak,neutral||Ma||SHUKLA_Magha,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ve|hora_at_open|ix_paksha_nak,friendly||Me||SHUKLA_Bharani,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|dig_Ju|choghadiya_quality,Ardra||own||good,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ve|hora_at_open|ix_paksha_nak,friendly||Ma||SHUKLA_PurvaPhalguni,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
paksha|dig_Sa|dig_Me,SHUKLA||exact_exalt||friendly,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ve|choghadiya_quality|ix_paksha_nak,own||good||KRISHNA_UttaraBhadrapada,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ve|hora_at_open|ix_paksha_nak,friendly||Ju||SHUKLA_Chitra,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Sa|dig_Ma|tara_quality,debilitated||friendly||prosperity,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ve|choghadiya_quality|ix_paksha_nak,neutral||good||SHUKLA_Magha,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|dig_Ju|nakl_dig,UttaraAshadha||debilitated||friendly,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ve|tara_quality|sade_sati_phase,exalted||critical||rising,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
paksha|dig_Ve|nakl_dig,KRISHNA||moolatrikona||own,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Ju|hora_at_open,Hasta||own||Ju,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Sa|dig_Mo|ix_paksha_ju_dig,enemy||own||SHUKLA_own,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Sa|dig_Ma|nakl_dig,debilitated||own||exalted,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Sa|dig_Mo|ix_paksha_ju_dig,friendly||exalted||SHUKLA_own,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ve|choghadiya_quality|ix_paksha_nak,friendly||good||SHUKLA_PurvaPhalguni,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|dig_Ju|nakl_dig,Mrigashira||friendly||debilitated,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Ju|hora_at_open,Chitra||own||Ve,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Ju|hora_at_open,Ardra||own||Ma,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ve|nakl_dig|nakl_spd,neutral||own||fast,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
karana_quality|dig_Me|mahadasha,auspicious||exact_exalt||Ju,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ve|elem_Mo|nakl_spd,neutral||E||very_slow,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
paksha|dig_Ju|nakl_spd,SHUKLA||exalted||very_slow,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
dig_Ve|ix_paksha_ju_dig|ix_paksha_nak,own||SHUKLA_own||SHUKLA_PurvaPhalguni,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ve|ix_paksha_ju_dig|ix_paksha_nak,own||KRISHNA_friendly||KRISHNA_Rohini,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ve|choghadiya_quality|ix_paksha_nak,friendly||neutral||SHUKLA_Bharani,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ve|ix_paksha_ju_dig|ix_paksha_nak,neutral||KRISHNA_neutral||KRISHNA_Chitra,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Me|hora_at_open|ix_paksha_nak,friendly||Me||SHUKLA_PurvaAshadha,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ju|ix_paksha_nak|neecha_bhanga_s,neutral||KRISHNA_Punarvasu||neecha_bhanga=0,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ju|mahadasha|ix_paksha_nak,debilitated||Ra||KRISHNA_Swati,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
tara_quality|hora_at_open|ix_paksha_ju_dig,danger||Sa||SHUKLA_neutral,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ma|ix_paksha_nak|parivartana_any_s,own||KRISHNA_UttaraPhalguni||parivartana_any=1,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ju|nakl_dig|ix_paksha_nak,friendly||neutral||SHUKLA_Chitra,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
tara_quality|hora_at_open|ix_paksha_ju_dig,achievement||Ma||SHUKLA_neutral,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
moon_phase|tara_quality|nakl_dig,CRESCENT||worst||moolatrikona,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
karana_quality|dig_Sa|dig_Ve,auspicious||exact_debil||friendly,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|karana_quality|vara_dig,UttaraPhalguni||auspicious||debilitated,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ju|nakl_dig|ix_paksha_nak,own||own||SHUKLA_PurvaPhalguni,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Sa|dig_Ve|ix_paksha_ju_dig,debilitated||friendly||SHUKLA_friendly,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Sa|dig_Ve|ix_paksha_ju_dig,debilitated||exalted||SHUKLA_neutral,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
karana_quality|dig_Sa|dig_Ve,neutral||debilitated||debilitated,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ve|dig_Me|ix_paksha_nak,friendly||enemy||KRISHNA_Bharani,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|dig_Sa|dig_Me,Dhanishtha||friendly||own,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Me|nakl_spd|hora_at_open,neutral||very_slow||Ma,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
tara_quality|choghadiya_quality|ix_paksha_ju_dig,good||best||KRISHNA_debilitated,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
tara_quality|choghadiya_quality|ix_paksha_ju_dig,danger||neutral||KRISHNA_neutral,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
tara_quality|choghadiya_quality|ix_paksha_ju_dig,danger||best||SHUKLA_neutral,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
tara_quality|choghadiya_quality|ix_paksha_ju_dig,achievement||good||SHUKLA_neutral,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
tara_quality|hora_at_open|ix_paksha_ju_dig,danger||Me||KRISHNA_neutral,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
tara_quality|hora_at_open|ix_paksha_ju_dig,good||Sa||KRISHNA_debilitated,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ju|ix_paksha_nak|neecha_bhanga_s,friendly||SHUKLA_PurvaBhadrapada||neecha_bhanga=1,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
tara_quality|hora_at_open|ix_paksha_ju_dig,prosperity||Ju||KRISHNA_neutral,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ju|mahadasha|ix_paksha_nak,own||Ma||SHUKLA_PurvaPhalguni,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|dig_Ju|dig_Ma,Bharani||own||debilitated,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Sa|dig_Ve|ix_paksha_nak,neutral||friendly||SHUKLA_PurvaPhalguni,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|dig_Ju|dig_Ma,Mrigashira||friendly||debilitated,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
paksha|nak_mo_name|dig_Ma,SHUKLA||Revati||debilitated,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
mahadasha|nakl_dig|ix_paksha_nak,Ma||friendly||SHUKLA_UttaraPhalguni,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ma|ix_paksha_nak|neecha_bhanga_s,neutral||SHUKLA_Ashlesha||neecha_bhanga=1,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Sa|dig_Ve|ix_paksha_nak,enemy||neutral||KRISHNA_UttaraAshadha,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
paksha|nak_mo_name|dig_Me,SHUKLA||Punarvasu||enemy,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
nak_mo_name|dig_Ju|dig_Ma,Punarvasu||own||enemy,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ma|ix_paksha_nak|parivartana_any_s,friendly||KRISHNA_UttaraBhadrapada||parivartana_any=1,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|dig_Sa|dig_Me,Vishakha||debilitated||neutral,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|karana_quality|dig_Ju,Ardra||inauspicious||own,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Mo|mahadasha|choghadiya_quality,exact_debil||Ma||avoid,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Sa|dig_Ve|ix_paksha_ju_dig,own||own||KRISHNA_neutral,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
vara_lord|tara_quality|nakl_spd,Mo||danger||stationary,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
tara_quality|hora_at_open|ix_paksha_ju_dig,worst||Ju||KRISHNA_debilitated,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|dig_Sa|dig_Me,Chitra||enemy||own,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ma|dig_Ve|tara_quality,debilitated||debilitated||best,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ma|dig_Ve|tara_quality,exalted||exalted||prosperity,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Me|nakl_spd|choghadiya_quality,neutral||very_slow||good,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ju|hora_at_open|ix_paksha_nak,friendly||Ve||KRISHNA_PurvaBhadrapada,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ju|hora_at_open|ix_paksha_nak,friendly||Ve||KRISHNA_UttaraPhalguni,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ju|hora_at_open|ix_paksha_nak,friendly||Ve||SHUKLA_Bharani,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Me|ix_paksha_ju_dig|ix_paksha_nak,neutral||KRISHNA_exalted||KRISHNA_Swati,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ju|hora_at_open|ix_paksha_nak,own||Ju||KRISHNA_PurvaPhalguni,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Me|ix_paksha_ju_dig|ix_paksha_nak,exalted||KRISHNA_own||KRISHNA_Krittika,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Me|ix_paksha_ju_dig|ix_paksha_nak,enemy||SHUKLA_friendly||SHUKLA_Hasta,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ju|hora_at_open|ix_paksha_nak,own||Ve||KRISHNA_Bharani,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ve|tara_quality|ix_paksha_ju_dig,friendly||critical||KRISHNA_exalted,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ma|dig_Me|nakl_dig,debilitated||own||debilitated,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Me|ix_paksha_ju_dig|ix_paksha_nak,enemy||SHUKLA_enemy||SHUKLA_Vishakha,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Me|ix_paksha_ju_dig|ix_paksha_nak,enemy||KRISHNA_friendly||KRISHNA_Krittika,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Me|hora_at_open|ix_paksha_nak,own||Ve||KRISHNA_Dhanishtha,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Me|hora_at_open|ix_paksha_nak,own||Me||KRISHNA_Shravana,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ju|ix_paksha_ju_dig|neecha_bhanga_s,own||SHUKLA_own||neecha_bhanga=1,105,35,0.3333,0.2505,0.0012937,3,REVERSAL
vara_lord|dig_Ma|nakl_dig,Ju||debilitated||own,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ju|ix_paksha_nak|neecha_bhanga_s,enemy||KRISHNA_Krittika||neecha_bhanga=1,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|dig_Ju|dig_Me,Dhanishtha||debilitated||friendly,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Me|ix_paksha_nak|neecha_bhanga_s,neutral||SHUKLA_Ashlesha||neecha_bhanga=1,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ma|dig_Me|tara_quality,debilitated||own||wealth,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
paksha|dig_Me|mahadasha,SHUKLA||exact_exalt||Ju,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
paksha|nak_mo_qual|vara_dig,KRISHNA||Tikshna||moolatrikona,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
nak_mo_name|dig_Ve|dig_Me,Ashlesha||exalted||debilitated,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
vara_lord|dig_Me|nakl_spd,Mo||neutral||very_slow,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ju|choghadiya_quality|ix_paksha_nak,own||avoid||KRISHNA_PurvaBhadrapada,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
tara_quality|nakl_dig|hora_at_open,prosperity||debilitated||Ve,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ve|tara_quality|mahadasha,moolatrikona||worst||Ma,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|dig_Ju|dig_Ve,Revati||debilitated||friendly,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Sa|dig_Me,Ashlesha||friendly||debilitated,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ma|dig_Me|tara_quality,debilitated||own||critical,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
moon_phase|dig_Mo|dig_Me,LAST_Q||neutral||exact_debil,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Ju|dig_Ve,UttaraPhalguni||own||neutral,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Sa|dig_Ve,UttaraPhalguni||neutral||enemy,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Sa|dig_Ve,UttaraBhadrapada||enemy||exalted,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Sa|dig_Ve,Jyeshtha||debilitated||neutral,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
tara_quality|mahadasha|nakl_dig,worst||Ma||moolatrikona,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ve|tara_quality|ix_paksha_ju_dig,exalted||achievement||SHUKLA_friendly,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Sa|dig_Me|elem_Mo,exact_debil||neutral||F,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
tithi_quality|nak_mo_name|dig_Ma,Bhadra||UttaraBhadrapada||debilitated,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
ix_paksha_ju_dig|ix_paksha_nak|parivartana_any_s,SHUKLA_own||SHUKLA_Bharani||parivartana_any=1,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ju|dig_Me|tara_quality,exalted||own||wealth,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Ve|hora_at_open,PurvaPhalguni||exalted||Ju,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Ve|choghadiya_quality,UttaraAshadha||debilitated||avoid,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|vara_lord|dig_Ma,PurvaAshadha||Ma||exalted,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
moon_phase|dig_Me|sade_sati_phase,NEW||debilitated||setting,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
moon_phase|dig_Me|sade_sati_phase,LAST_Q||exalted||peak,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Ma|mahadasha,Ashwini||neutral||Ju,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Mo|dig_Ma|ix_paksha_ju_dig,debilitated||friendly||KRISHNA_neutral,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ju|dig_Me|nakl_spd,neutral||exalted||retrograde,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ju|dig_Me|nakl_dig,own||exalted||debilitated,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Mo|dig_Ma|ix_paksha_ju_dig,debilitated||enemy||KRISHNA_friendly,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
moon_phase|dig_Ve|tara_quality,CRESCENT||moolatrikona||worst,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|vara_lord|dig_Sa,Punarvasu||Me||own,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|vara_lord|dig_Sa,Dhanishtha||Ju||own,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ju|dig_Sa|nakl_dig,own||neutral||debilitated,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
tithi_quality|nak_mo_name|nakl_spd,Nanda||Revati||mean,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
nak_mo_name|vara_lord|dig_Ju,Shatabhisha||Me||own,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Ma|dig_Me,Shatabhisha||neutral||own,7,4,0.5714,0.2505,0.00113616,3,HIGH_VOL
nak_mo_name|dig_Ve|nakl_dig,UttaraBhadrapada||exalted||enemy,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Mo|dig_Ma|dig_Me,friendly||exact_exalt||neutral,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ju|dig_Me|elem_Mo,neutral||exalted||F,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ju|ix_paksha_nak,neutral||SHUKLA_Swati,7,4,0.5714,0.2505,0.03240586,2,SIDEWAYS
dig_Ju|dig_Me|elem_Mo,exalted||enemy||A,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Me|mahadasha,exact_debil||Ma,7,4,0.5714,0.2505,0.03417435,2,STRONG_BEAR
vara_dig|nakl_spd,exact_debil||mean,7,4,0.5714,0.2505,0.03417435,2,STRONG_BEAR
vara_dig|ix_paksha_nak,debilitated||KRISHNA_PurvaPhalguni,7,4,0.5714,0.2505,0.03417435,2,STRONG_BEAR
moon_phase|dig_Ve|tara_quality,GIBBOUS||debilitated||critical,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|vara_lord|dig_Ju,Hasta||Me||own,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
vara_dig|ix_paksha_nak,neutral||SHUKLA_UttaraPhalguni,7,4,0.5714,0.2505,0.03417435,2,STRONG_BEAR
nak_mo_name|dig_Me|mahadasha,Punarvasu||exalted||Ju,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Ma|dig_Me,Rohini||neutral||debilitated,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
paksha|nak_mo_name|vara_dig,SHUKLA||UttaraPhalguni||neutral,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ju|mahadasha|nakl_spd,own||Ma||slow,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
paksha|moon_phase|dig_Me,KRISHNA||LAST_Q||exact_debil,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|vara_lord|nakl_dig,PurvaPhalguni||Me||exalted,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Sa|dig_Mo|dig_Ve,exact_debil||neutral||friendly,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Mo|nakl_dig|ix_paksha_ju_dig,friendly||enemy||SHUKLA_debilitated,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|dig_Ma|dig_Ve,Mrigashira||debilitated||own,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Ma|dig_Ve,Mula||neutral||own,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Me|hora_at_open,Vishakha||exalted||Sa,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|vara_lord|sade_sati_phase,Rohini||Ma||rising,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ju|nakl_dig|nakl_spd,debilitated||neutral||slow,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
vara_dig|nakl_dig|nakl_spd,own||friendly||very_slow,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|vara_lord|sade_sati_phase,Mrigashira||Ju||rising,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nakl_spd|ix_paksha_ju_dig,very_slow||SHUKLA_exalted,7,4,0.5714,0.2505,0.03240586,2,SIDEWAYS
nak_mo_name|dig_Me|choghadiya_quality,Vishakha||exalted||best,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Me|nakl_dig,PurvaAshadha||friendly||friendly,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Me|mahadasha,Swati||debilitated||Ma,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nakl_dig|ix_paksha_ju_dig,moolatrikona||SHUKLA_neutral,7,4,0.5714,0.2505,0.03417435,2,STRONG_BEAR
nak_mo_name|dig_Ma|dig_Me,Punarvasu||neutral||exalted,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
tithi_quality|vara_lord|nakl_spd,Jaya||Ve||slow,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
nak_mo_name|vara_lord|dig_Me,Vishakha||Ve||exalted,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
moon_phase|dig_Me|nakl_spd,BALSAMIC||own||stationary,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
tithi_quality|vara_dig|dig_Ju,Nanda||neutral||moolatrikona,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
nak_mo_name|dig_Me|sade_sati_phase,PurvaPhalguni||debilitated||none,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
moon_phase|dig_Me|nakl_dig,FIRST_Q||own||own,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ju|tara_quality|sade_sati_phase,exalted||danger||peak,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ju|dig_Sa|dig_Ve,own||debilitated||friendly,58,21,0.3621,0.2505,0.00451911,3,STRONG_BEAR
moon_phase|dig_Me|nakl_dig,FIRST_Q||enemy||debilitated,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
moon_phase|dig_Me|nakl_dig,DIS_GIBBOUS||own||own,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|vara_lord|dig_Ve,PurvaPhalguni||Me||exalted,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
