features,condition,n,k_pos,win_rate,wilson_lower,p_value,complexity,outcome
nak_mo_name|vara_dig|hora_at_open,Chitra||own||Ve,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Sa|nakl_dig,PurvaBhadrapada||neutral||own,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|vara_dig|hora_at_open,PurvaAshadha||exalted||Me,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nakl_dig|choghadiya_quality|ix_paksha_nak,own||avoid||KRISHNA_PurvaBhadrapada,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
mahadasha|nakl_dig|nakl_spd,Ma||own||stationary,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ma|nakl_dig|ix_paksha_ju_dig,exalted||enemy||KRISHNA_friendly,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ma|nakl_dig|ix_paksha_ju_dig,friendly||debilitated||SHUKLA_debilitated,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nakl_dig|choghadiya_quality|ix_paksha_nak,friendly||neutral||SHUKLA_Bharani,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nakl_dig|choghadiya_quality|ix_paksha_nak,friendly||good||SHUKLA_PurvaPhalguni,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ma|nakl_dig|ix_paksha_nak,neutral||friendly||KRISHNA_Krittika,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|dig_Sa|nakl_dig,Punarvasu||debilitated||own,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Ju|dig_Sa,Krittika||own||enemy,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
tara_quality|nakl_spd|hora_at_open,danger||stationary||Ma,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
paksha|dig_Sa|mahadasha,SHUKLA||exact_exalt||Ra,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
tara_quality|nakl_spd|choghadiya_quality,danger||stationary||good,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
vara_dig|dig_Sa|dig_Me,friendly||debilitated||debilitated,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ju|dig_Me|ix_paksha_nak,own||exalted||KRISHNA_Krittika,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Mo|dig_Ma|nakl_spd,own||exalted||retrograde,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
karana_quality|vara_dig|dig_Sa,auspicious||neutral||exact_debil,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nakl_dig|ix_paksha_nak|neecha_bhanga_s,friendly||SHUKLA_Swati||neecha_bhanga=1,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nakl_dig|ix_paksha_nak|neecha_bhanga_s,friendly||SHUKLA_PurvaBhadrapada||neecha_bhanga=1,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Sa|nakl_dig|nakl_spd,neutral||debilitated||fast,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nakl_dig|ix_paksha_ju_dig|ix_paksha_nak,own||SHUKLA_own||SHUKLA_PurvaPhalguni,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nakl_dig|ix_paksha_ju_dig|ix_paksha_nak,neutral||SHUKLA_friendly||SHUKLA_Chitra,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|vara_dig|choghadiya_quality,PurvaAshadha||exalted||neutral,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ju|dig_Me|ix_paksha_nak,enemy||enemy||SHUKLA_Vishakha,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
tithi_quality|nak_mo_name|vara_lord,Nanda||Hasta||Ve,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
dig_Ju|dig_Me|ix_paksha_nak,exalted||neutral||KRISHNA_Swati,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ma|nakl_dig|ix_paksha_ju_dig,debilitated||own||KRISHNA_own,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ju|dig_Me|ix_paksha_nak,friendly||enemy||KRISHNA_Krittika,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Sa|dig_Me|ix_paksha_ju_dig,enemy||enemy||KRISHNA_own,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nakl_dig|hora_at_open|ix_paksha_nak,friendly||Ve||KRISHNA_PurvaBhadrapada,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ma|nakl_dig|ix_paksha_ju_dig,enemy||enemy||KRISHNA_neutral,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nakl_dig|hora_at_open|ix_paksha_nak,friendly||Me||SHUKLA_Bharani,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ju|dig_Me|ix_paksha_nak,friendly||enemy||SHUKLA_Hasta,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nakl_dig|hora_at_open|ix_paksha_nak,friendly||Ma||SHUKLA_PurvaPhalguni,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
paksha|dig_Ju|nakl_dig,SHUKLA||neutral||moolatrikona,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
vara_dig|dig_Ju|nakl_spd,debilitated||debilitated||very_slow,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ma|dig_Me|ix_paksha_nak,friendly||neutral||SHUKLA_PurvaPhalguni,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Sa|dig_Me|tara_quality,exalted||debilitated||obstacle,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ma|ix_paksha_ju_dig|ix_paksha_nak,friendly||SHUKLA_own||SHUKLA_Mula,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
vara_dig|dig_Ju|tara_quality,exalted||own||achievement,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
mahadasha|ix_paksha_ju_dig|ix_paksha_nak,Ra||KRISHNA_debilitated||KRISHNA_Swati,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
karana_quality|dig_Ju|dig_Ve,neutral||neutral||debilitated,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
mahadasha|ix_paksha_ju_dig|ix_paksha_nak,Ma||SHUKLA_own||SHUKLA_PurvaPhalguni,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
paksha|nak_mo_name|dig_Ju,SHUKLA||Swati||neutral,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
dig_Sa|dig_Me|tara_quality,debilitated||debilitated||prosperity,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
mahadasha|hora_at_open|ix_paksha_nak,Ma||Me||KRISHNA_Shatabhisha,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
mahadasha|hora_at_open|ix_paksha_nak,Ma||Ma||SHUKLA_Chitra,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
karana_quality|dig_Ju|dig_Me,neutral||neutral||own,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
elem_Mo|nakl_dig|nakl_spd,E||enemy||very_slow,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
mahadasha|choghadiya_quality|ix_paksha_nak,Ma||neutral||KRISHNA_Shatabhisha,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
tithi_quality|moon_phase|nak_mo_name,Rikta||BALSAMIC||Chitra,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
dig_Ma|ix_paksha_ju_dig|ix_paksha_nak,neutral||SHUKLA_friendly||SHUKLA_Chitra,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
moon_phase|tara_quality|sade_sati_phase,FIRST_Q||prosperity||peak,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
mahadasha|choghadiya_quality|ix_paksha_nak,Ma||good||SHUKLA_Chitra,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|dig_Ju|dig_Sa,Vishakha||own||enemy,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Mo|dig_Ve|sade_sati_phase,debilitated||enemy||peak,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ma|ix_paksha_ju_dig|ix_paksha_nak,enemy||SHUKLA_friendly||SHUKLA_Shatabhisha,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ma|choghadiya_quality|ix_paksha_ju_dig,enemy||avoid||SHUKLA_moolatrikona,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|dig_Sa|nakl_dig,Ashlesha||friendly||debilitated,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nakl_dig|choghadiya_quality|ix_paksha_nak,debilitated||avoid||SHUKLA_Chitra,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nakl_dig|choghadiya_quality|ix_paksha_ju_dig,debilitated||good||SHUKLA_neutral,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ma|choghadiya_quality|ix_paksha_ju_dig,own||neutral||KRISHNA_debilitated,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
vara_dig|dig_Ju|nakl_dig,exalted||enemy||debilitated,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ma|choghadiya_quality|ix_paksha_nak,debilitated||avoid||SHUKLA_Chitra,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|dig_Ju|dig_Sa,Punarvasu||own||debilitated,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
tara_quality|sade_sati_phase|nakl_dig,danger||peak||exalted,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Sa|nakl_dig,Krittika||friendly||exalted,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ma|hora_at_open|ix_paksha_ju_dig,own||Me||KRISHNA_debilitated,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|dig_Sa|nakl_dig,Chitra||friendly||own,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
tara_quality|mahadasha|sade_sati_phase,best||Ma||none,58,21,0.3621,0.2505,0.00451911,3,STRONG_BEAR
nak_mo_name|dig_Ju|dig_Sa,PurvaBhadrapada||own||neutral,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
tithi_quality|moon_phase|dig_Sa,Jaya||CRESCENT||moolatrikona,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
mahadasha|ix_paksha_nak|parivartana_any_s,Ma||SHUKLA_Ashwini||parivartana_any=0,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ma|ix_paksha_ju_dig|ix_paksha_nak,debilitated||KRISHNA_own||KRISHNA_Bharani,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
vara_dig|dig_Ju|mahadasha,exalted||neutral||Ma,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Ju|dig_Sa,Rohini||own||debilitated,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Sa|nakl_dig,Vishakha||enemy||own,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Sa|nakl_spd,Ashwini||debilitated||stationary,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nakl_dig|ix_paksha_nak|neecha_bhanga_s,neutral||KRISHNA_Punarvasu||neecha_bhanga=0,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
vara_dig|dig_Ve|nakl_dig,exalted||debilitated||debilitated,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
tithi_quality|nak_mo_name|mahadasha,Jaya||Dhanishtha||Ju,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
hora_at_open|ix_paksha_nak|neecha_bhanga_s,Ve||SHUKLA_Swati||neecha_bhanga=1,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
hora_at_open|ix_paksha_nak|neecha_bhanga_s,Sa||SHUKLA_PurvaBhadrapada||neecha_bhanga=1,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ma|dig_Me|ix_paksha_nak,own||friendly||KRISHNA_Krittika,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|karana_quality|dig_Sa,PurvaAshadha||neutral||debilitated,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
vara_dig|dig_Ma|nakl_spd,own||debilitated||fast,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
vara_dig|dig_Ma|nakl_dig,own||debilitated||own,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ju|dig_Ve|ix_paksha_nak,friendly||own||KRISHNA_Rohini,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|vara_dig|mahadasha,PurvaAshadha||exalted||Ma,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|nakl_dig|hora_at_open,PurvaPhalguni||exalted||Ju,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ju|dig_Ve|ix_paksha_nak,neutral||neutral||KRISHNA_Chitra,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
tithi_quality|nak_mo_name|dig_Me,Purna||Shravana||friendly,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
tithi_quality|nak_mo_name|dig_Me,Nanda||Punarvasu||enemy,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
hora_at_open|ix_paksha_ju_dig|ix_paksha_nak,Ve||SHUKLA_friendly||SHUKLA_Bharani,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
hora_at_open|ix_paksha_ju_dig|ix_paksha_nak,Ve||KRISHNA_own||KRISHNA_Bharani,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
tithi_quality|nak_mo_name|dig_Ve,Rikta||Swati||exalted,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
tithi_quality|nak_mo_name|dig_Ve,Rikta||Shatabhisha||moolatrikona,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
dig_Ju|dig_Ve|ix_paksha_nak,debilitated||friendly||KRISHNA_Swati,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|dig_Sa|choghadiya_quality,UttaraPhalguni||debilitated||avoid,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|vara_dig|nakl_spd,Rohini||neutral||very_fast,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
vara_dig|dig_Ve|nakl_dig,exalted||enemy||own,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Sa|dig_Me|elem_Mo,exact_debil||neutral||W,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
tithi_quality|nak_mo_name|nakl_spd,Nanda||Ashlesha||very_slow,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
dig_Sa|dig_Me|tara_quality,exalted||debilitated||obstacle,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
tithi_quality|nak_mo_name|nakl_spd,Jaya||Mrigashira||retrograde,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
dig_Sa|dig_Me|tara_quality,exalted||debilitated||prosperity,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Sa|tara_quality|hora_at_open,debilitated||prosperity||Ve,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ma|dig_Me|ix_paksha_nak,neutral||exalted||KRISHNA_Krittika,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
ix_paksha_ju_dig|ix_paksha_nak|parivartana_any_s,KRISHNA_neutral||KRISHNA_Jyeshtha||parivartana_any=0,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
tithi_quality|nak_mo_name|sade_sati_phase,Jaya||PurvaPhalguni||rising,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
nak_mo_name|dig_Sa|hora_at_open,Dhanishtha||own||Ve,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
ix_paksha_ju_dig|ix_paksha_nak|neecha_bhanga_s,SHUKLA_friendly||SHUKLA_PurvaBhadrapada||neecha_bhanga=1,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
moon_phase|nakl_dig|nakl_spd,DIS_GIBBOUS||neutral||very_slow,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
ix_paksha_ju_dig|ix_paksha_nak|neecha_bhanga_s,KRISHNA_neutral||KRISHNA_Punarvasu||neecha_bhanga=0,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ju|dig_Ve|ix_paksha_ju_dig,friendly||exact_exalt||SHUKLA_friendly,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
ix_paksha_ju_dig|ix_paksha_nak|neecha_bhanga_s,KRISHNA_enemy||KRISHNA_Krittika||neecha_bhanga=1,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ma|dig_Me|ix_paksha_nak,neutral||own||KRISHNA_Shravana,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Sa|tara_quality|hora_at_open,debilitated||good||Me,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ju|dig_Ve|ix_paksha_nak,own||friendly||SHUKLA_Punarvasu,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
hora_at_open|ix_paksha_ju_dig|ix_paksha_nak,Ve||KRISHNA_friendly||KRISHNA_UttaraPhalguni,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Sa|tara_quality|hora_at_open,debilitated||best||Ju,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
hora_at_open|ix_paksha_ju_dig|ix_paksha_nak,Ve||KRISHNA_friendly||KRISHNA_PurvaBhadrapada,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|vara_dig|sade_sati_phase,Mrigashira||friendly||peak,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ma|mahadasha|ix_paksha_nak,debilitated||Ra||KRISHNA_Pushya,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nakl_dig|nakl_spd|choghadiya_quality,own||slow||avoid,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
tithi_quality|nak_mo_name|dig_Sa,Nanda||Ardra||moolatrikona,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
vara_dig|dig_Mo|dig_Ma,neutral||own||exalted,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Sa|tara_quality|nakl_dig,exalted||obstacle||debilitated,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
tithi_quality|nak_mo_name|dig_Sa,Bhadra||Magha||exalted,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
nak_mo_name|vara_dig|nakl_dig,Dhanishtha||enemy||friendly,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
choghadiya_quality|ix_paksha_ju_dig|ix_paksha_nak,avoid||KRISHNA_own||KRISHNA_PurvaBhadrapada,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Sa|tara_quality|mahadasha,debilitated||danger||Ma,58,21,0.3621,0.2505,0.00445091,3,REVERSAL
vara_dig|dig_Sa|choghadiya_quality,neutral||debilitated||avoid,58,21,0.3621,0.2505,0.00451911,3,STRONG_BEAR
nakl_dig|ix_paksha_nak|parivartana_any_s,neutral||SHUKLA_PurvaPhalguni||parivartana_any=1,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
vara_dig|ix_paksha_ju_dig|ix_paksha_nak,neutral||KRISHNA_exalted||KRISHNA_Vishakha,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
sade_sati_phase|nakl_dig|nakl_spd,peak||own||mean,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nakl_dig|ix_paksha_nak|neecha_bhanga_s,neutral||SHUKLA_Bharani||neecha_bhanga=1,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nakl_dig|ix_paksha_nak|neecha_bhanga_s,neutral||SHUKLA_Ashlesha||neecha_bhanga=1,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
tithi_quality|nak_mo_name|vara_dig,Nanda||Magha||own,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
choghadiya_quality|ix_paksha_nak|neecha_bhanga_s,best||SHUKLA_PurvaBhadrapada||neecha_bhanga=1,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
tithi_quality|nak_mo_name|dig_Sa,Nanda||Shatabhisha||neutral,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
dig_Sa|tara_quality|choghadiya_quality,debilitated||good||neutral,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Sa|elem_Mo|choghadiya_quality,exact_debil||W||avoid,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ju|dig_Ve|ix_paksha_nak,own||own||SHUKLA_PurvaPhalguni,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
tithi_quality|nak_mo_name|dig_Ve,Nanda||Ardra||enemy,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
dig_Sa|elem_Mo|nakl_dig,exalted||W||debilitated,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
tithi_quality|dig_Ve,Bhadra||exact_debil,7,4,0.5714,0.2505,0.03240586,2,SIDEWAYS
dig_Ma|tara_quality|mahadasha,exalted||worst||Ju,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|vara_dig|sade_sati_phase,Bharani||neutral||peak,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
vara_dig|dig_Ma|dig_Me,own||debilitated||exalted,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
hora_at_open|ix_paksha_ju_dig|ix_paksha_nak,Ju||KRISHNA_own||KRISHNA_PurvaPhalguni,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|vara_dig|sade_sati_phase,Magha||friendly||peak,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
moon_phase|elem_Mo|nakl_dig,CRESCENT||F||moolatrikona,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ma|tara_quality|nakl_dig,friendly||prosperity||debilitated,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|nakl_spd|hora_at_open,Hasta||slow||Ju,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
paksha|dig_Sa|sade_sati_phase,SHUKLA||exact_exalt||none,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
tithi_quality|nak_mo_name|dig_Sa,Rikta||PurvaPhalguni||own,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
tithi_quality|nak_mo_name|dig_Sa,Rikta||Jyeshtha||own,7,4,0.5714,0.2505,0.03240586,3,SIDEWAYS
dig_Sa|tara_quality|nakl_dig,exalted||obstacle||debilitated,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Mo|tara_quality|mahadasha,exact_debil||danger||Ma,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
mahadasha|nakl_dig|neecha_bhanga_s,Ra||exact_exalt||neecha_bhanga=1,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ma|ix_paksha_ju_dig|ix_paksha_nak,own||SHUKLA_friendly||SHUKLA_Pushya,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Me|tara_quality|nakl_dig,own||critical||debilitated,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Me|mahadasha|ix_paksha_nak,debilitated||Ju||SHUKLA_Bharani,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Sa|dig_Ma|ix_paksha_nak,enemy||friendly||KRISHNA_PurvaBhadrapada,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
nak_mo_name|dig_Sa|dig_Ma,Chitra||friendly||own,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Me|tara_quality|nakl_dig,debilitated||prosperity||exalted,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ve|nakl_dig|ix_paksha_ju_dig,exalted||friendly||SHUKLA_neutral,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Me|elem_Mo|nakl_spd,exact_debil||E||very_fast,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Ju|hora_at_open,Shatabhisha||own||Ju,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Me|tara_quality|ix_paksha_ju_dig,own||best||KRISHNA_own,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Me|elem_Mo|nakl_dig,debilitated||W||exalted,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ma|nakl_dig|hora_at_open,debilitated||own||Ve,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
paksha|dig_Sa|dig_Me,KRISHNA||debilitated||exalted,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Me|tara_quality|nakl_dig,debilitated||prosperity||debilitated,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ve|dig_Me|tara_quality,own||exalted||achievement,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ve|nakl_dig|ix_paksha_nak,friendly||own||SHUKLA_Punarvasu,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ve|nakl_dig|ix_paksha_nak,neutral||enemy||KRISHNA_Chitra,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ve|ix_paksha_nak|parivartana_any_s,neutral||SHUKLA_PurvaPhalguni||parivartana_any=1,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ve|ix_paksha_nak|parivartana_any_s,exalted||KRISHNA_UttaraPhalguni||parivartana_any=0,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ma|mahadasha|nakl_dig,friendly||Ma||exact_debil,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Sa|dig_Ma|ix_paksha_nak,enemy||own||KRISHNA_UttaraPhalguni,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ve|mahadasha|nakl_dig,moolatrikona||Ma||moolatrikona,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ve|mahadasha|ix_paksha_ju_dig,own||Ju||KRISHNA_neutral,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
paksha|dig_Sa|dig_Ma,SHUKLA||exact_exalt||friendly,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Ve|mahadasha|ix_paksha_ju_dig,exalted||Ma||SHUKLA_neutral,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Me|choghadiya_quality|ix_paksha_nak,own||neutral||KRISHNA_Shravana,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ju|ix_paksha_nak|parivartana_any_s,neutral||KRISHNA_Jyeshtha||parivartana_any=0,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Me|choghadiya_quality|ix_paksha_nak,friendly||neutral||SHUKLA_PurvaAshadha,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
dig_Ma|elem_Mo|nakl_spd,enemy||E||very_slow,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
nak_mo_name|dig_Sa|dig_Ma,Swati||exalted||enemy,7,4,0.5714,0.2505,0.03417435,3,STRONG_BEAR
dig_Sa|dig_Ma|ix_paksha_nak,own||neutral||SHUKLA_Magha,7,4,0.5714,0.2505,0.03386236,3,REVERSAL
