features,condition,outcome,n,k_pos,win_rate,wilson_lower,p_value,complexity,base_rate,outcome_label
dasha_quality|asp3_Sa_sign|asp7_Sa_sign|asp10_Sa_sign|ashtama_shani_s|asp3_Sa_lord|asp10_Sa_lord|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|gand_Sa_s|asp9_Ju_Sa_s|asp_Ju_dom_Me_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|spd_cat_Ve|cheshta_cat_Ve|kshu_Ra_s|gand_Ra_s|asp5_Ju_lord|ju_special_asp_Sa_s|asp5_Ju_sign|asp7_Ju_sign|asp9_Ju_sign|asp9_Ju_lord|asp5_Ra_lord|asp5_Ke_lord|ix_ma_asp_mo_paksha|asp9_Ju_Ke_s|asp5_Ke_Ju_s|asp10_Sa_Ju_s|deg_conj_Ra_Ju_s|asp_Ju_dom_Sa_s|asp10_Sa_Ra_s|deg_conj_Ju_Sa_s|asp_Ra_dom_Su_s|asp7_Ju_Ke_s|asp7_Ke_Ju_s|asp4_Ma_Ke_s,malefic||11||3||6||ashtama_shani=1||Sa||Me||neecha_bhanga=0||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=0||none||sade_sati=0||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||friendly||4||30.0||30.0||mudi_Ra=1||neutral||3||22.5||37.5||Me||gand_Sa=0||asp9_Ju_Sa=0||asp_Ju_dom_Me=1||asp3_Sa_Ra=0||asp5_Ke_Sa=0||mean||mean||kshu_Ra=0||gand_Ra=0||Ma||ju_special_asp_Sa=0||1||3||5||Su||Ve||Ma||0_KRISHNA||asp9_Ju_Ke=0||asp5_Ke_Ju=0||asp10_Sa_Ju=0||deg_conj_Ra_Ju=0||asp_Ju_dom_Sa=0||asp10_Sa_Ra=0||deg_conj_Ju_Sa=0||asp_Ra_dom_Su=0||asp7_Ju_Ke=0||asp7_Ke_Ju=0||asp4_Ma_Ke=0,is_sideways,22,9,0.4091,0.2326,0.02667561,56,0.1985,SIDEWAYS
dasha_quality|asp3_Sa_sign|asp7_Sa_sign|asp10_Sa_sign|ashtama_shani_s|asp3_Sa_lord|asp10_Sa_lord|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|gand_Sa_s|ix_sa_asp_mo_digsa|asp9_Ju_Sa_s|asp_Ju_dom_Me_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|kshu_Ra_s|gand_Ra_s|asp5_Ju_lord|ju_special_asp_Sa_s|ix_argala_paksha|asp5_Ju_sign|asp7_Ju_sign|asp9_Ju_sign|asp9_Ju_lord|asp5_Ra_lord|asp5_Ke_lord|asp9_Ju_Ke_s|asp5_Ke_Ju_s|asp10_Sa_Ju_s|deg_conj_Ra_Ju_s|asp_Ju_dom_Sa_s|asp10_Sa_Ra_s|deg_conj_Ju_Sa_s|asp_Ra_dom_Su_s|asp7_Ju_Ke_s|asp7_Ke_Ju_s|asp4_Ma_Ke_s|asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp_Sa_natal_mo_s|mod_Ju|own_nak_Ma_s|asp7_Sa_Ra_s|asp7_Ra_Sa_s|asp_Ke_dom_Mo_s|kshu_Ke_s|asp5_Ra_Mo_s|asp9_Ra_Sa_s,malefic||11||3||6||ashtama_shani=1||Sa||Me||neecha_bhanga=0||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=0||none||sade_sati=0||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||friendly||4||30.0||30.0||mudi_Ra=1||neutral||3||22.5||37.5||Me||gand_Sa=0||0_neutral||asp9_Ju_Sa=0||asp_Ju_dom_Me=1||asp3_Sa_Ra=0||asp5_Ke_Sa=0||kshu_Ra=0||gand_Ra=0||Ma||ju_special_asp_Sa=0||0_SHUKLA||1||3||5||Su||Ve||Ma||asp9_Ju_Ke=0||asp5_Ke_Ju=0||asp10_Sa_Ju=0||deg_conj_Ra_Ju=0||asp_Ju_dom_Sa=0||asp10_Sa_Ra=0||deg_conj_Ju_Sa=0||asp_Ra_dom_Su=0||asp7_Ju_Ke=0||asp7_Ke_Ju=0||asp4_Ma_Ke=0||asp3_Sa_Ke=0||asp5_Ra_Sa=0||asp_Sa_natal_mo=0||D||own_nak_Ma=0||asp7_Sa_Ra=1||asp7_Ra_Sa=1||asp_Ke_dom_Mo=0||kshu_Ke=0||asp5_Ra_Mo=0||asp9_Ra_Sa=0,is_sideways,9,5,0.5556,0.2666,0.01889175,66,0.1985,SIDEWAYS
dasha_quality|asp3_Sa_sign|asp7_Sa_sign|asp10_Sa_sign|ashtama_shani_s|asp3_Sa_lord|asp10_Sa_lord|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|gand_Sa_s|ix_sa_asp_mo_digsa|asp9_Ju_Sa_s|asp_Ju_dom_Me_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|spd_cat_Ve|cheshta_cat_Ve|kshu_Ra_s|gand_Ra_s|asp5_Ju_lord|ju_special_asp_Sa_s|asp5_Ju_sign|asp7_Ju_sign|asp9_Ju_sign|asp9_Ju_lord|asp5_Ra_lord|asp5_Ke_lord|asp9_Ju_Ke_s|asp5_Ke_Ju_s|asp10_Sa_Ju_s|deg_conj_Ra_Ju_s|asp_Ju_dom_Sa_s|ix_asp_mo_ju_sa_dig|asp10_Sa_Ra_s|deg_conj_Ju_Sa_s|asp_Ra_dom_Su_s|asp7_Ju_Ke_s|asp7_Ke_Ju_s|asp4_Ma_Ke_s|asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp_Sa_natal_mo_s|mod_Ju|own_nak_Ma_s|asp7_Sa_Ra_s|asp7_Ra_Sa_s|asp_Ke_dom_Mo_s|kshu_Ke_s|asp5_Ra_Mo_s|asp9_Ra_Sa_s,malefic||11||3||6||ashtama_shani=1||Sa||Me||neecha_bhanga=0||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=0||none||sade_sati=0||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||friendly||4||30.0||30.0||mudi_Ra=1||neutral||3||22.5||37.5||Me||gand_Sa=0||0_neutral||asp9_Ju_Sa=0||asp_Ju_dom_Me=1||asp3_Sa_Ra=0||asp5_Ke_Sa=0||mean||mean||kshu_Ra=0||gand_Ra=0||Ma||ju_special_asp_Sa=0||1||3||5||Su||Ve||Ma||asp9_Ju_Ke=0||asp5_Ke_Ju=0||asp10_Sa_Ju=0||deg_conj_Ra_Ju=0||asp_Ju_dom_Sa=0||0_moolatrikona|0_neutral||asp10_Sa_Ra=0||deg_conj_Ju_Sa=0||asp_Ra_dom_Su=0||asp7_Ju_Ke=0||asp7_Ke_Ju=0||asp4_Ma_Ke=0||asp3_Sa_Ke=0||asp5_Ra_Sa=0||asp_Sa_natal_mo=0||D||own_nak_Ma=0||asp7_Sa_Ra=1||asp7_Ra_Sa=1||asp_Ke_dom_Mo=0||kshu_Ke=0||asp5_Ra_Mo=0||asp9_Ra_Sa=0,is_sideways,11,5,0.4545,0.2127,0.04881296,68,0.1985,SIDEWAYS
dasha_quality|asp3_Sa_sign|asp7_Sa_sign|asp10_Sa_sign|ashtama_shani_s|asp3_Sa_lord|asp10_Sa_lord|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|gand_Sa_s|asp9_Ju_Sa_s,malefic||11||3||6||ashtama_shani=1||Sa||Me||neecha_bhanga=1||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=0||none||sade_sati=0||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||friendly||4||30.0||30.0||mudi_Ra=1||neutral||3||22.5||37.5||Me||gand_Sa=0||asp9_Ju_Sa=0,is_sideways,40,14,0.35,0.2213,0.02623886,29,0.1985,SIDEWAYS
dasha_quality|asp3_Sa_sign|asp7_Sa_sign|asp10_Sa_sign|ashtama_shani_s|asp3_Sa_lord|asp10_Sa_lord|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|gand_Sa_s|ix_sa_asp_mo_digsa|asp9_Ju_Sa_s|asp_Ju_dom_Me_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|kshu_Ra_s|gand_Ra_s|asp5_Ju_lord|ju_special_asp_Sa_s|asp5_Ju_sign|asp7_Ju_sign|asp9_Ju_sign|asp9_Ju_lord|asp5_Ra_lord|asp5_Ke_lord|asp9_Ju_Ke_s|asp5_Ke_Ju_s|asp10_Sa_Ju_s|deg_conj_Ra_Ju_s|asp_Ju_dom_Sa_s|ix_asp_mo_ju_sa_dig|asp10_Sa_Ra_s|deg_conj_Ju_Sa_s|asp_Ra_dom_Su_s|asp7_Ju_Ke_s|asp7_Ke_Ju_s|asp4_Ma_Ke_s|asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp_Sa_natal_mo_s|mod_Ju|own_nak_Ma_s|asp7_Sa_Ra_s|asp7_Ra_Sa_s|asp_Ke_dom_Mo_s|kshu_Ke_s|asp5_Ra_Mo_s|asp9_Ra_Sa_s|mod_Sa,malefic||11||3||6||ashtama_shani=1||Sa||Me||neecha_bhanga=0||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=0||none||sade_sati=0||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||friendly||4||30.0||30.0||mudi_Ra=1||neutral||3||22.5||37.5||Me||gand_Sa=0||0_neutral||asp9_Ju_Sa=0||asp_Ju_dom_Me=1||asp3_Sa_Ra=0||asp5_Ke_Sa=0||kshu_Ra=0||gand_Ra=0||Ma||ju_special_asp_Sa=0||1||3||5||Su||Ve||Ma||asp9_Ju_Ke=0||asp5_Ke_Ju=0||asp10_Sa_Ju=0||deg_conj_Ra_Ju=0||asp_Ju_dom_Sa=0||0_moolatrikona|0_neutral||asp10_Sa_Ra=0||deg_conj_Ju_Sa=0||asp_Ra_dom_Su=0||asp7_Ju_Ke=0||asp7_Ke_Ju=0||asp4_Ma_Ke=0||asp3_Sa_Ke=0||asp5_Ra_Sa=0||asp_Sa_natal_mo=0||D||own_nak_Ma=0||asp7_Sa_Ra=1||asp7_Ra_Sa=1||asp_Ke_dom_Mo=0||kshu_Ke=0||asp5_Ra_Mo=0||asp9_Ra_Sa=0||D,is_sideways,14,7,0.5,0.268,0.01105305,67,0.1985,SIDEWAYS
dasha_quality|asp3_Sa_sign|asp7_Sa_sign|asp10_Sa_sign|ashtama_shani_s|asp3_Sa_lord|asp10_Sa_lord|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|gand_Sa_s|ix_sa_asp_mo_digsa|asp9_Ju_Sa_s|asp_Ju_dom_Me_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|spd_cat_Ve|cheshta_cat_Ve|kshu_Ra_s|gand_Ra_s|ju_special_asp_Sa_s|asp5_Ra_lord|asp5_Ke_lord,malefic||11||3||6||ashtama_shani=1||Sa||Me||neecha_bhanga=0||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=0||none||sade_sati=0||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||friendly||4||30.0||30.0||mudi_Ra=1||neutral||3||22.5||37.5||Me||gand_Sa=0||0_neutral||asp9_Ju_Sa=0||asp_Ju_dom_Me=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||mean||mean||kshu_Ra=0||gand_Ra=0||ju_special_asp_Sa=0||Ve||Ma,is_sideways,63,11,0.1746,0.1004,0.7516439,40,0.1985,SIDEWAYS
dasha_quality|asp3_Sa_sign|asp7_Sa_sign|asp10_Sa_sign|ashtama_shani_s|asp3_Sa_lord|asp10_Sa_lord|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|gand_Sa_s|asp9_Ju_Sa_s|asp_Ju_dom_Me_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|kshu_Ra_s|gand_Ra_s|ju_special_asp_Sa_s|asp5_Ra_lord|asp5_Ke_lord|ix_ma_asp_mo_paksha|asp9_Ju_Ke_s|asp5_Ke_Ju_s|asp10_Sa_Ju_s|ix_sadom_ju_digju|deg_conj_Ra_Ju_s|asp_Ju_dom_Sa_s|asp10_Sa_Ra_s|deg_conj_Ju_Sa_s|asp_Ra_dom_Su_s|asp7_Ju_Ke_s|asp7_Ke_Ju_s,malefic||11||3||6||ashtama_shani=1||Sa||Me||neecha_bhanga=0||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=0||none||sade_sati=0||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||friendly||4||30.0||30.0||mudi_Ra=1||neutral||3||22.5||37.5||Me||gand_Sa=0||asp9_Ju_Sa=0||asp_Ju_dom_Me=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||kshu_Ra=0||gand_Ra=0||ju_special_asp_Sa=0||Ve||Ma||0_KRISHNA||asp9_Ju_Ke=0||asp5_Ke_Ju=0||asp10_Sa_Ju=0||0_friendly||deg_conj_Ra_Ju=0||asp_Ju_dom_Sa=0||asp10_Sa_Ra=0||deg_conj_Ju_Sa=0||asp_Ra_dom_Su=0||asp7_Ju_Ke=0||asp7_Ke_Ju=0,is_sideways,34,7,0.2059,0.1035,0.83195679,49,0.1985,SIDEWAYS
dasha_quality|asp3_Sa_sign|asp7_Sa_sign|asp10_Sa_sign|ashtama_shani_s|asp3_Sa_lord|asp10_Sa_lord|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|gand_Sa_s|ix_sa_asp_mo_digsa|asp9_Ju_Sa_s|asp_Ju_dom_Me_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|kshu_Ra_s|gand_Ra_s|ju_special_asp_Sa_s|ix_argala_paksha|asp5_Ra_lord|asp5_Ke_lord|asp9_Ju_Ke_s|asp5_Ke_Ju_s|asp10_Sa_Ju_s|ix_sadom_ju_digju|deg_conj_Ra_Ju_s|asp_Ju_dom_Sa_s|asp10_Sa_Ra_s|deg_conj_Ju_Sa_s|asp_Ra_dom_Su_s|asp7_Ju_Ke_s|asp7_Ke_Ju_s|asp4_Ma_Ke_s|asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp_Sa_natal_mo_s|own_nak_Ma_s|asp7_Sa_Ra_s|asp7_Ra_Sa_s|asp_Ke_dom_Mo_s|kshu_Ke_s,malefic||11||3||6||ashtama_shani=1||Sa||Me||neecha_bhanga=0||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=0||none||sade_sati=0||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||friendly||4||30.0||30.0||mudi_Ra=1||neutral||3||22.5||37.5||Me||gand_Sa=0||0_neutral||asp9_Ju_Sa=0||asp_Ju_dom_Me=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||kshu_Ra=0||gand_Ra=0||ju_special_asp_Sa=0||0_SHUKLA||Ve||Ma||asp9_Ju_Ke=0||asp5_Ke_Ju=0||asp10_Sa_Ju=0||0_friendly||deg_conj_Ra_Ju=0||asp_Ju_dom_Sa=0||asp10_Sa_Ra=0||deg_conj_Ju_Sa=0||asp_Ra_dom_Su=0||asp7_Ju_Ke=0||asp7_Ke_Ju=0||asp4_Ma_Ke=0||asp3_Sa_Ke=0||asp5_Ra_Sa=0||asp_Sa_natal_mo=0||own_nak_Ma=0||asp7_Sa_Ra=1||asp7_Ra_Sa=1||asp_Ke_dom_Mo=0||kshu_Ke=0,is_sideways,14,5,0.3571,0.1634,0.17140697,59,0.1985,SIDEWAYS
dasha_quality|asp3_Sa_sign|asp7_Sa_sign|asp10_Sa_sign|ashtama_shani_s|asp3_Sa_lord|asp10_Sa_lord|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|gand_Sa_s|ix_sa_asp_mo_digsa|asp9_Ju_Sa_s|asp_Ju_dom_Me_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|kshu_Ra_s|gand_Ra_s|ju_special_asp_Sa_s|ix_argala_paksha|asp5_Ra_lord|asp5_Ke_lord|asp9_Ju_Ke_s|asp5_Ke_Ju_s|asp10_Sa_Ju_s|ix_sadom_ju_digju|deg_conj_Ra_Ju_s|asp_Ju_dom_Sa_s|asp10_Sa_Ra_s|deg_conj_Ju_Sa_s|asp_Ra_dom_Su_s|asp7_Ju_Ke_s|asp7_Ke_Ju_s,malefic||11||3||6||ashtama_shani=1||Sa||Me||neecha_bhanga=0||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=0||none||sade_sati=0||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||friendly||4||30.0||30.0||mudi_Ra=1||neutral||3||22.5||37.5||Me||gand_Sa=0||0_neutral||asp9_Ju_Sa=0||asp_Ju_dom_Me=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||kshu_Ra=0||gand_Ra=0||ju_special_asp_Sa=0||0_SHUKLA||Ve||Ma||asp9_Ju_Ke=0||asp5_Ke_Ju=0||asp10_Sa_Ju=0||0_friendly||deg_conj_Ra_Ju=0||asp_Ju_dom_Sa=0||asp10_Sa_Ra=0||deg_conj_Ju_Sa=0||asp_Ra_dom_Su=0||asp7_Ju_Ke=0||asp7_Ke_Ju=0,is_sideways,26,6,0.2308,0.1103,0.62652165,50,0.1985,SIDEWAYS
dasha_quality|asp3_Sa_sign|asp7_Sa_sign|asp10_Sa_sign|ashtama_shani_s|asp3_Sa_lord|asp10_Sa_lord|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|gand_Sa_s|ix_sa_asp_mo_digsa|asp9_Ju_Sa_s|asp_Ju_dom_Me_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|spd_cat_Ve|cheshta_cat_Ve|kshu_Ra_s|gand_Ra_s|asp5_Ju_lord|ju_special_asp_Sa_s,malefic||11||3||6||ashtama_shani=1||Sa||Me||neecha_bhanga=0||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=0||none||sade_sati=0||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||friendly||4||30.0||30.0||mudi_Ra=1||neutral||3||22.5||37.5||Me||gand_Sa=0||0_neutral||asp9_Ju_Sa=0||asp_Ju_dom_Me=1||asp3_Sa_Ra=0||asp5_Ke_Sa=0||mean||mean||kshu_Ra=0||gand_Ra=0||Ma||ju_special_asp_Sa=0,is_sideways,32,11,0.3438,0.2041,0.04616777,39,0.1985,SIDEWAYS
dasha_quality|asp3_Sa_sign|asp7_Sa_sign|asp10_Sa_sign|ashtama_shani_s|asp3_Sa_lord|asp10_Sa_lord|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|gand_Sa_s|asp9_Ju_Sa_s|asp_Ju_dom_Me_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|spd_cat_Ve|cheshta_cat_Ve|kshu_Ra_s|gand_Ra_s|asp5_Ju_lord|ju_special_asp_Sa_s|ix_argala_paksha|asp5_Ju_sign|asp7_Ju_sign|asp9_Ju_sign|asp9_Ju_lord|asp5_Ra_lord|asp5_Ke_lord|asp9_Ju_Ke_s|asp5_Ke_Ju_s|asp10_Sa_Ju_s|deg_conj_Ra_Ju_s|asp_Ju_dom_Sa_s|asp10_Sa_Ra_s|deg_conj_Ju_Sa_s|asp_Ra_dom_Su_s|asp7_Ju_Ke_s|asp7_Ke_Ju_s,malefic||11||3||6||ashtama_shani=1||Sa||Me||neecha_bhanga=0||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=0||none||sade_sati=0||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||friendly||4||30.0||30.0||mudi_Ra=1||neutral||3||22.5||37.5||Me||gand_Sa=0||asp9_Ju_Sa=0||asp_Ju_dom_Me=1||asp3_Sa_Ra=0||asp5_Ke_Sa=0||mean||mean||kshu_Ra=0||gand_Ra=0||Ma||ju_special_asp_Sa=0||0_SHUKLA||1||3||5||Su||Ve||Ma||asp9_Ju_Ke=0||asp5_Ke_Ju=0||asp10_Sa_Ju=0||deg_conj_Ra_Ju=0||asp_Ju_dom_Sa=0||asp10_Sa_Ra=0||deg_conj_Ju_Sa=0||asp_Ra_dom_Su=0||asp7_Ju_Ke=0||asp7_Ke_Ju=0,is_sideways,15,5,0.3333,0.1518,0.19618193,55,0.1985,SIDEWAYS
dasha_quality|asp3_Sa_sign|asp7_Sa_sign|asp10_Sa_sign|ashtama_shani_s|asp3_Sa_lord|asp10_Sa_lord|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|gand_Sa_s|ix_sa_asp_mo_digsa|asp9_Ju_Sa_s|asp_Ju_dom_Me_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|kshu_Ra_s|gand_Ra_s|asp5_Ju_lord|ju_special_asp_Sa_s|asp5_Ju_sign|asp7_Ju_sign|asp9_Ju_sign|asp9_Ju_lord|asp5_Ra_lord|asp5_Ke_lord|asp9_Ju_Ke_s|asp5_Ke_Ju_s|asp10_Sa_Ju_s|deg_conj_Ra_Ju_s|asp_Ju_dom_Sa_s|ix_asp_mo_ju_sa_dig|asp10_Sa_Ra_s|deg_conj_Ju_Sa_s|asp_Ra_dom_Su_s|asp7_Ju_Ke_s|asp7_Ke_Ju_s|asp4_Ma_Ke_s,malefic||11||3||6||ashtama_shani=1||Sa||Me||neecha_bhanga=0||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=0||none||sade_sati=0||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||friendly||4||30.0||30.0||mudi_Ra=1||neutral||3||22.5||37.5||Me||gand_Sa=0||0_neutral||asp9_Ju_Sa=0||asp_Ju_dom_Me=1||asp3_Sa_Ra=0||asp5_Ke_Sa=0||kshu_Ra=0||gand_Ra=0||Ma||ju_special_asp_Sa=0||1||3||5||Su||Ve||Ma||asp9_Ju_Ke=0||asp5_Ke_Ju=0||asp10_Sa_Ju=0||deg_conj_Ra_Ju=0||asp_Ju_dom_Sa=0||0_moolatrikona|0_neutral||asp10_Sa_Ra=0||deg_conj_Ju_Sa=0||asp_Ra_dom_Su=0||asp7_Ju_Ke=0||asp7_Ke_Ju=0||asp4_Ma_Ke=0,is_sideways,20,9,0.45,0.2582,0.00939293,55,0.1985,SIDEWAYS
