features,condition,outcome,n,k_pos,win_rate,wilson_lower,p_value,complexity,base_rate,outcome_label
dasha_quality|asp3_Sa_sign|asp7_Sa_sign|asp10_Sa_sign|ashtama_shani_s|asp3_Sa_lord|asp10_Sa_lord|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|gand_Sa_s|ix_sa_asp_mo_digsa|asp9_Ju_Sa_s|asp_Ju_dom_Me_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|kshu_Ra_s|gand_Ra_s|asp5_Ju_lord|ju_special_asp_Sa_s|asp5_Ju_sign|asp7_Ju_sign|asp9_Ju_sign|asp9_Ju_lord|asp5_Ra_lord|asp5_Ke_lord|asp9_Ju_Ke_s|asp5_Ke_Ju_s|asp10_Sa_Ju_s|deg_conj_Ra_Ju_s|asp_Ju_dom_Sa_s|asp10_Sa_Ra_s|deg_conj_Ju_Sa_s|asp_Ra_dom_Su_s|asp7_Ju_Ke_s|asp7_Ke_Ju_s|asp4_Ma_Ke_s|asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp_Sa_natal_mo_s|mod_Ju|own_nak_Ma_s|asp7_Sa_Ra_s|asp7_Ra_Sa_s|asp_Ke_dom_Mo_s|kshu_Ke_s|asp5_Ra_Mo_s|asp9_Ra_Sa_s|mod_Sa|spd_cat_Su|cheshta_cat_Su|asp3_Sa_Ju_s,malefic||11||3||6||ashtama_shani=1||Sa||Me||neecha_bhanga=0||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=0||none||sade_sati=0||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||friendly||4||30.0||30.0||mudi_Ra=1||neutral||3||22.5||37.5||Me||gand_Sa=0||0_neutral||asp9_Ju_Sa=0||asp_Ju_dom_Me=1||asp3_Sa_Ra=0||asp5_Ke_Sa=0||kshu_Ra=0||gand_Ra=0||Ma||ju_special_asp_Sa=0||1||3||5||Su||Ve||Ma||asp9_Ju_Ke=0||asp5_Ke_Ju=0||asp10_Sa_Ju=0||deg_conj_Ra_Ju=0||asp_Ju_dom_Sa=0||asp10_Sa_Ra=0||deg_conj_Ju_Sa=0||asp_Ra_dom_Su=0||asp7_Ju_Ke=0||asp7_Ke_Ju=0||asp4_Ma_Ke=0||asp3_Sa_Ke=0||asp5_Ra_Sa=0||asp_Sa_natal_mo=0||D||own_nak_Ma=0||asp7_Sa_Ra=1||asp7_Ra_Sa=1||asp_Ke_dom_Mo=0||kshu_Ke=0||asp5_Ra_Mo=0||asp9_Ra_Sa=0||D||very_fast||very_fast||asp3_Sa_Ju=0,is_sideways,10,7,0.7,0.3968,0.00081563,69,0.1985,SIDEWAYS
dasha_quality|asp3_Sa_sign|asp7_Sa_sign|asp10_Sa_sign|ashtama_shani_s|asp3_Sa_lord|asp10_Sa_lord|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|gand_Sa_s|ix_sa_asp_mo_digsa|asp9_Ju_Sa_s|ix_sadom_ju_digju|asp_Ju_dom_Me_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|kshu_Ra_s|gand_Ra_s|asp5_Ju_lord|ju_special_asp_Sa_s|asp5_Ju_sign|asp7_Ju_sign|asp9_Ju_sign|asp9_Ju_lord|asp5_Ra_lord|asp5_Ke_lord|ix_ma_asp_mo_paksha|asp9_Ju_Ke_s|asp5_Ke_Ju_s|asp10_Sa_Ju_s|deg_conj_Ra_Ju_s|asp_Ju_dom_Sa_s|asp10_Sa_Ra_s|deg_conj_Ju_Sa_s|asp_Ra_dom_Su_s|asp7_Ju_Ke_s|asp7_Ke_Ju_s|asp4_Ma_Ke_s|asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp_Sa_natal_mo_s|mod_Ju|own_nak_Ma_s|asp7_Sa_Ra_s|asp7_Ra_Sa_s|asp_Ke_dom_Mo_s|kshu_Ke_s,malefic||11||3||6||ashtama_shani=1||Sa||Me||neecha_bhanga=0||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=0||none||sade_sati=0||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||friendly||4||30.0||30.0||mudi_Ra=1||neutral||3||22.5||37.5||Me||gand_Sa=0||0_neutral||asp9_Ju_Sa=0||0_own||asp_Ju_dom_Me=1||asp3_Sa_Ra=0||asp5_Ke_Sa=0||kshu_Ra=0||gand_Ra=0||Ma||ju_special_asp_Sa=0||1||3||5||Su||Ve||Ma||0_KRISHNA||asp9_Ju_Ke=0||asp5_Ke_Ju=0||asp10_Sa_Ju=0||deg_conj_Ra_Ju=0||asp_Ju_dom_Sa=0||asp10_Sa_Ra=0||deg_conj_Ju_Sa=0||asp_Ra_dom_Su=0||asp7_Ju_Ke=0||asp7_Ke_Ju=0||asp4_Ma_Ke=0||asp3_Sa_Ke=0||asp5_Ra_Sa=0||asp_Sa_natal_mo=0||D||own_nak_Ma=0||asp7_Sa_Ra=1||asp7_Ra_Sa=1||asp_Ke_dom_Mo=0||kshu_Ke=0,is_sideways,9,6,0.6667,0.3542,0.00292381,65,0.1985,SIDEWAYS
dasha_quality|ashtama_shani_s|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|gand_Sa_s|asp9_Ju_Sa_s|asp_Ju_dom_Me_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|spd_cat_Ve|cheshta_cat_Ve|kshu_Ra_s|gand_Ra_s|asp5_Ju_lord|ju_special_asp_Sa_s,malefic||ashtama_shani=0||neecha_bhanga=0||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=1||none||sade_sati=0||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||friendly||4||30.0||30.0||mudi_Ra=1||gand_Sa=0||asp9_Ju_Sa=0||asp_Ju_dom_Me=1||asp3_Sa_Ra=0||asp5_Ke_Sa=0||mean||mean||kshu_Ra=0||gand_Ra=0||Ma||ju_special_asp_Sa=0,is_sideways,31,7,0.2258,0.1139,0.65491786,28,0.1985,SIDEWAYS
dasha_quality|ashtama_shani_s|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|gand_Sa_s|asp9_Ju_Sa_s|asp_Ju_dom_Me_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|kshu_Ra_s|gand_Ra_s|asp5_Ju_lord|ju_special_asp_Sa_s|asp10_Sa_lord|asp5_Ju_sign|asp7_Ju_sign|asp9_Ju_sign|asp9_Ju_lord|asp5_Ra_lord|asp5_Ke_lord|ix_ma_asp_mo_paksha|asp9_Ju_Ke_s|asp5_Ke_Ju_s|asp10_Sa_Ju_s|deg_conj_Ra_Ju_s|asp_Ju_dom_Sa_s|asp10_Sa_Ra_s|deg_conj_Ju_Sa_s|asp_Ra_dom_Su_s|asp7_Ju_Ke_s|asp7_Ke_Ju_s|asp4_Ma_Ke_s|asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp_Sa_natal_mo_s|mod_Sa|mod_Ju|own_nak_Ma_s|asp7_Sa_Ra_s|asp7_Ra_Sa_s|asp_Ke_dom_Mo_s|kshu_Ke_s,malefic||ashtama_shani=0||neecha_bhanga=0||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=1||none||sade_sati=0||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||friendly||4||30.0||30.0||mudi_Ra=1||gand_Sa=0||asp9_Ju_Sa=0||asp_Ju_dom_Me=1||asp3_Sa_Ra=0||asp5_Ke_Sa=0||kshu_Ra=0||gand_Ra=0||Ma||ju_special_asp_Sa=0||Ve||1||3||5||Su||Ve||Ma||0_KRISHNA||asp9_Ju_Ke=0||asp5_Ke_Ju=0||asp10_Sa_Ju=0||deg_conj_Ra_Ju=0||asp_Ju_dom_Sa=0||asp10_Sa_Ra=0||deg_conj_Ju_Sa=0||asp_Ra_dom_Su=0||asp7_Ju_Ke=0||asp7_Ke_Ju=0||asp4_Ma_Ke=0||asp3_Sa_Ke=0||asp5_Ra_Sa=0||asp_Sa_natal_mo=0||M||D||own_nak_Ma=0||asp7_Sa_Ra=0||asp7_Ra_Sa=0||asp_Ke_dom_Mo=0||kshu_Ke=0,is_sideways,23,5,0.2174,0.0966,0.79441398,55,0.1985,SIDEWAYS
dasha_quality|ashtama_shani_s|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|gand_Sa_s|asp9_Ju_Sa_s|asp_Ju_dom_Me_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|kshu_Ra_s|gand_Ra_s|asp5_Ju_lord|ju_special_asp_Sa_s|ix_argala_paksha|asp10_Sa_lord|asp5_Ju_sign|asp7_Ju_sign|asp9_Ju_sign|asp9_Ju_lord|asp5_Ra_lord|asp5_Ke_lord|asp9_Ju_Ke_s|asp5_Ke_Ju_s|asp10_Sa_Ju_s|deg_conj_Ra_Ju_s|asp_Ju_dom_Sa_s|asp10_Sa_Ra_s|deg_conj_Ju_Sa_s|asp_Ra_dom_Su_s|asp7_Ju_Ke_s|asp7_Ke_Ju_s|asp4_Ma_Ke_s,malefic||ashtama_shani=0||neecha_bhanga=0||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=1||none||sade_sati=0||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||friendly||4||30.0||30.0||mudi_Ra=1||gand_Sa=0||asp9_Ju_Sa=0||asp_Ju_dom_Me=1||asp3_Sa_Ra=0||asp5_Ke_Sa=0||kshu_Ra=0||gand_Ra=0||Ma||ju_special_asp_Sa=0||0_SHUKLA||Ve||1||3||5||Su||Ve||Ma||asp9_Ju_Ke=0||asp5_Ke_Ju=0||asp10_Sa_Ju=0||deg_conj_Ra_Ju=0||asp_Ju_dom_Sa=0||asp10_Sa_Ra=0||deg_conj_Ju_Sa=1||asp_Ra_dom_Su=0||asp7_Ju_Ke=0||asp7_Ke_Ju=0||asp4_Ma_Ke=0,is_sideways,13,5,0.3846,0.1771,0.15253538,45,0.1985,SIDEWAYS
dasha_quality|ashtama_shani_s|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|gand_Sa_s|asp9_Ju_Sa_s|asp_Ju_dom_Me_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|kshu_Ra_s|gand_Ra_s|ju_special_asp_Sa_s|asp10_Sa_lord|asp5_Ra_lord|asp5_Ke_lord,malefic||ashtama_shani=0||neecha_bhanga=1||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=1||none||sade_sati=0||2||4||Mo||6||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||friendly||4||30.0||30.0||mudi_Ra=1||debilitated||1||7.5||52.5||gand_Sa=0||asp9_Ju_Sa=0||asp_Ju_dom_Me=1||asp3_Sa_Ra=0||asp5_Ke_Sa=0||kshu_Ra=0||gand_Ra=0||ju_special_asp_Sa=0||Ve||Ve||Ma,is_sideways,60,12,0.2,0.1183,1.0,36,0.1985,SIDEWAYS
dasha_quality|ashtama_shani_s|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|gand_Sa_s|asp9_Ju_Sa_s|asp_Ju_dom_Me_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|kshu_Ra_s|gand_Ra_s|asp5_Ju_lord|ju_special_asp_Sa_s|asp10_Sa_lord|asp5_Ju_sign|asp7_Ju_sign|asp9_Ju_sign|asp9_Ju_lord|asp5_Ra_lord|asp5_Ke_lord|ix_ma_asp_mo_paksha|asp9_Ju_Ke_s|asp5_Ke_Ju_s|asp10_Sa_Ju_s|deg_conj_Ra_Ju_s|asp_Ju_dom_Sa_s|asp10_Sa_Ra_s,malefic||ashtama_shani=0||neecha_bhanga=0||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=1||none||sade_sati=0||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||friendly||4||30.0||30.0||mudi_Ra=1||gand_Sa=0||asp9_Ju_Sa=0||asp_Ju_dom_Me=1||asp3_Sa_Ra=0||asp5_Ke_Sa=0||kshu_Ra=0||gand_Ra=0||Ma||ju_special_asp_Sa=0||Ve||1||3||5||Su||Ve||Ma||0_KRISHNA||asp9_Ju_Ke=0||asp5_Ke_Ju=0||asp10_Sa_Ju=0||deg_conj_Ra_Ju=0||asp_Ju_dom_Sa=0||asp10_Sa_Ra=0,is_sideways,47,7,0.1489,0.0741,0.46687224,40,0.1985,SIDEWAYS
dasha_quality|ashtama_shani_s|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|gand_Sa_s|asp9_Ju_Sa_s|asp_Ju_dom_Me_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|kshu_Ra_s|gand_Ra_s,malefic||ashtama_shani=0||neecha_bhanga=1||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=1||none||sade_sati=0||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||friendly||4||30.0||30.0||mudi_Ra=1||gand_Sa=0||asp9_Ju_Sa=0||asp_Ju_dom_Me=1||asp3_Sa_Ra=0||asp5_Ke_Sa=0||kshu_Ra=0||gand_Ra=0,is_sideways,64,13,0.2031,0.1227,0.87574847,24,0.1985,SIDEWAYS
dasha_quality|ashtama_shani_s|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|gand_Sa_s|asp9_Ju_Sa_s|asp_Ju_dom_Me_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|kshu_Ra_s|gand_Ra_s|asp5_Ju_lord|ju_special_asp_Sa_s|asp10_Sa_lord|asp5_Ju_sign|asp7_Ju_sign|asp9_Ju_sign|asp9_Ju_lord|asp5_Ra_lord|asp5_Ke_lord|asp9_Ju_Ke_s|asp5_Ke_Ju_s|asp10_Sa_Ju_s|deg_conj_Ra_Ju_s|asp_Ju_dom_Sa_s|asp10_Sa_Ra_s|deg_conj_Ju_Sa_s|asp_Ra_dom_Su_s|asp7_Ju_Ke_s|asp7_Ke_Ju_s|asp4_Ma_Ke_s|asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp_Sa_natal_mo_s|mod_Sa|mod_Ju|own_nak_Ma_s|asp7_Sa_Ra_s|asp7_Ra_Sa_s|asp_Ke_dom_Mo_s|kshu_Ke_s|asp5_Ra_Mo_s|asp9_Ra_Sa_s|ix_ma_asp_mo_paksha|spd_cat_Su|cheshta_cat_Su|asp3_Sa_Ju_s|paksha|paksha_bala_Su_s|paksha_bala_Mo_s|paksha_bala_Me_s|paksha_bala_Ve_s|paksha_bala_Ma_s|paksha_bala_Ju_s|paksha_bala_Sa_s|paksha_bala_Ra_s|paksha_bala_Ke_s|sandhi_mo_s|dig_Ke|digsc_Ke|ishta_Ke|kashta_Ke|asp7_Ra_lord|asp7_Ke_lord|deg_trine_Ju_Sa_s|deg_sext_Sa_Mo_s|asp7_Mo_Ke_s|asp7_Ke_Mo_s|mrityu_Ke_s|asp8_Ma_Ju_s,malefic||ashtama_shani=0||neecha_bhanga=0||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=1||none||sade_sati=0||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||friendly||4||30.0||30.0||mudi_Ra=1||gand_Sa=0||asp9_Ju_Sa=0||asp_Ju_dom_Me=1||asp3_Sa_Ra=0||asp5_Ke_Sa=0||kshu_Ra=0||gand_Ra=0||Ma||ju_special_asp_Sa=0||Ve||1||3||5||Su||Ve||Ma||asp9_Ju_Ke=0||asp5_Ke_Ju=0||asp10_Sa_Ju=0||deg_conj_Ra_Ju=0||asp_Ju_dom_Sa=0||asp10_Sa_Ra=0||deg_conj_Ju_Sa=1||asp_Ra_dom_Su=0||asp7_Ju_Ke=0||asp7_Ke_Ju=0||asp4_Ma_Ke=0||asp3_Sa_Ke=0||asp5_Ra_Sa=0||asp_Sa_natal_mo=0||M||D||own_nak_Ma=0||asp7_Sa_Ra=0||asp7_Ra_Sa=0||asp_Ke_dom_Mo=0||kshu_Ke=0||asp5_Ra_Mo=0||asp9_Ra_Sa=0||0_SHUKLA||mean||mean||asp3_Sa_Ju=0||SHUKLA||paksha_bala_Su=0||paksha_bala_Mo=1||paksha_bala_Me=1||paksha_bala_Ve=1||paksha_bala_Ma=0||paksha_bala_Ju=1||paksha_bala_Sa=0||paksha_bala_Ra=0||paksha_bala_Ke=0||sandhi_mo=0||neutral||3||22.5||37.5||Ju||Me||deg_trine_Ju_Sa=0||deg_sext_Sa_Mo=0||asp7_Mo_Ke=0||asp7_Ke_Mo=0||mrityu_Ke=0||asp8_Ma_Ju=0,is_sideways,7,5,0.7143,0.3589,0.00448999,83,0.1985,SIDEWAYS
dasha_quality|ashtama_shani_s|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|gand_Sa_s|asp9_Ju_Sa_s|asp_Ju_dom_Me_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|kshu_Ra_s|gand_Ra_s|asp5_Ju_lord|ju_special_asp_Sa_s|asp10_Sa_lord|asp5_Ju_sign|asp7_Ju_sign|asp9_Ju_sign|asp9_Ju_lord|asp5_Ra_lord|asp5_Ke_lord|asp9_Ju_Ke_s|asp5_Ke_Ju_s|asp10_Sa_Ju_s|deg_conj_Ra_Ju_s|asp_Ju_dom_Sa_s|asp10_Sa_Ra_s|deg_conj_Ju_Sa_s|asp_Ra_dom_Su_s|asp7_Ju_Ke_s|asp7_Ke_Ju_s|asp4_Ma_Ke_s|asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp_Sa_natal_mo_s|mod_Sa|mod_Ju|own_nak_Ma_s|asp7_Sa_Ra_s|asp7_Ra_Sa_s|asp_Ke_dom_Mo_s|kshu_Ke_s|asp5_Ra_Mo_s|asp9_Ra_Sa_s|spd_cat_Su|cheshta_cat_Su|asp3_Sa_Ju_s,malefic||ashtama_shani=0||neecha_bhanga=0||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=1||none||sade_sati=0||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||friendly||4||30.0||30.0||mudi_Ra=1||gand_Sa=0||asp9_Ju_Sa=0||asp_Ju_dom_Me=1||asp3_Sa_Ra=0||asp5_Ke_Sa=0||kshu_Ra=0||gand_Ra=0||Ma||ju_special_asp_Sa=0||Ve||1||3||5||Su||Ve||Ma||asp9_Ju_Ke=0||asp5_Ke_Ju=0||asp10_Sa_Ju=0||deg_conj_Ra_Ju=0||asp_Ju_dom_Sa=0||asp10_Sa_Ra=0||deg_conj_Ju_Sa=0||asp_Ra_dom_Su=0||asp7_Ju_Ke=0||asp7_Ke_Ju=0||asp4_Ma_Ke=0||asp3_Sa_Ke=0||asp5_Ra_Sa=0||asp_Sa_natal_mo=0||M||D||own_nak_Ma=0||asp7_Sa_Ra=0||asp7_Ra_Sa=0||asp_Ke_dom_Mo=0||kshu_Ke=0||asp5_Ra_Mo=0||asp9_Ra_Sa=0||mean||mean||asp3_Sa_Ju=0,is_sideways,45,8,0.1778,0.0929,0.85236084,59,0.1985,SIDEWAYS
dasha_quality|ashtama_shani_s|elem_Ra|elem_Ke|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|mudi_Ra_s|gand_Sa_s|asp9_Ju_Sa_s|asp_Ju_dom_Me_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s,malefic||ashtama_shani=0||E||W||neecha_bhanga=0||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=1||none||sade_sati=0||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||mudi_Ra=0||gand_Sa=0||asp9_Ju_Sa=0||asp_Ju_dom_Me=1||asp3_Sa_Ra=0||asp5_Ke_Sa=0,is_sideways,42,5,0.119,0.0519,0.24551806,20,0.1985,SIDEWAYS
dasha_quality|ashtama_shani_s|elem_Ra|elem_Ke|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|mudi_Ra_s|gand_Sa_s|asp9_Ju_Sa_s|asp_Ju_dom_Me_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|kshu_Ra_s|gand_Ra_s,malefic||ashtama_shani=0||E||W||neecha_bhanga=1||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=1||none||sade_sati=0||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||mudi_Ra=0||gand_Sa=0||asp9_Ju_Sa=0||asp_Ju_dom_Me=1||asp3_Sa_Ra=0||asp5_Ke_Sa=0||kshu_Ra=0||gand_Ra=0,is_sideways,102,17,0.1667,0.1067,0.45606154,22,0.1985,SIDEWAYS
mahadasha|dasha_quality|ashtama_shani_s|elem_Ra|elem_Ke|neecha_bhanga_s|mudi_Ke_s|kshu_Sa_s|asp_Ra_natal_mo_s|asp_Sa_dom_Ve_s|sade_sati_phase|sade_sati_s|garv_Sa_s|asp_Sa_dom_Su_s|sa_special_asp_Ju_s|mudi_Ra_s|gand_Sa_s|asp9_Ju_Sa_s|asp_Ju_dom_Me_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|spd_cat_Ve|cheshta_cat_Ve|kshu_Ra_s|gand_Ra_s|ju_special_asp_Sa_s|asp10_Sa_lord|ix_ma_asp_mo_paksha|asp9_Ju_Ke_s|asp5_Ke_Ju_s|asp9_Ju_lord|asp10_Sa_Ju_s|deg_conj_Ra_Ju_s|asp_Ju_dom_Sa_s|asp10_Sa_Ra_s|deg_conj_Ju_Sa_s|asp_Ra_dom_Su_s|asp7_Ju_Ke_s|asp7_Ke_Ju_s,Ju||benefic||ashtama_shani=0||E||W||neecha_bhanga=0||mudi_Ke=0||kshu_Sa=0||asp_Ra_natal_mo=0||asp_Sa_dom_Ve=1||none||sade_sati=0||garv_Sa=0||asp_Sa_dom_Su=0||sa_special_asp_Ju=0||mudi_Ra=0||gand_Sa=0||asp9_Ju_Sa=0||asp_Ju_dom_Me=1||asp3_Sa_Ra=0||asp5_Ke_Sa=0||mean||mean||kshu_Ra=0||gand_Ra=0||ju_special_asp_Sa=0||Ve||0_KRISHNA||asp9_Ju_Ke=0||asp5_Ke_Ju=0||Ve||asp10_Sa_Ju=0||deg_conj_Ra_Ju=0||asp_Ju_dom_Sa=0||asp10_Sa_Ra=0||deg_conj_Ju_Sa=0||asp_Ra_dom_Su=0||asp7_Ju_Ke=0||asp7_Ke_Ju=0,is_sideways,27,8,0.2963,0.1585,0.22418495,39,0.1985,SIDEWAYS
