features,condition,n,k_pos,win_rate,wilson_lower,p_value,complexity,outcome,outcome_label,source
asp_Me_dom_Ve|asp_Sa_dom_Ma,0||0,3641,947,0.2601,0.2461,0.01067668,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ma_Ju|asp5_Ke_Ju,1||0,732,203,0.2773,0.2461,0.04703345,2,is_strong_bull,STRONG_BULL,method1_asp
deg_sq_Ma_Su|asp4_Ma_lord,0||Ve,1163,315,0.2709,0.2461,0.04175673,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ra_dom_Ju|deg_opp_Sa_Ma,0||0,3152,823,0.2611,0.2461,0.01553067,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ju_Ma|asp9_Ju_Ke,1||0,732,203,0.2773,0.2461,0.04703345,2,is_strong_bull,STRONG_BULL,method1_asp
asp3_Sa_Ke|asp7_Ra_Ve,1||0,455,130,0.2857,0.2461,0.04964215,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ma_Ju|asp9_Ju_Ke,1||0,732,203,0.2773,0.2461,0.04703345,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Mo_dom_Ve|asp5_Ke_lord,0||Ma,916,251,0.274,0.2461,2e-08,2,is_strong_bear,STRONG_BEAR,method1_asp
asp9_Ju_Ma|asp7_Sa_sign,1||6,167,52,0.3114,0.2461,0.00082553,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ve_Ra|asp3_Sa_Ke,0||1,455,130,0.2857,0.2461,0.04964215,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Mo_dom_Ve|asp5_Ra_lord,0||Ve,916,251,0.274,0.2461,2e-08,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Ma_dom_Mo|asp4_Ma_lord,0||Me,1229,332,0.2701,0.2461,0.0426187,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Sa_dom_Su|asp4_Ma_sign,0||12,395,114,0.2886,0.2461,1.974e-05,2,is_strong_bear,STRONG_BEAR,method1_asp
deg_sq_Me_Ma|asp5_Ke_lord,0||Ma,997,272,0.2728,0.2461,0.04415285,2,is_strong_bull,STRONG_BULL,method1_asp
deg_trine_Su_Mo|asp3_Sa_lord,0||Ve,1252,338,0.27,0.2461,0.0,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Sa_dom_Su|asp8_Ma_sign,0||4,395,114,0.2886,0.2461,1.974e-05,2,is_strong_bear,STRONG_BEAR,method1_asp
asp9_Ju_Ma|asp10_Sa_sign,1||9,167,52,0.3114,0.2461,0.00082553,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ke_Ma|asp_Ma_dom_Me,0||1,2691,706,0.2624,0.2461,0.021825,2,is_strong_bull,STRONG_BULL,method1_asp
deg_sext_Me_Ma|asp5_Ju_lord,0||Ve,1287,347,0.2696,0.2461,0.0393062,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ma_Ke|asp_Ma_dom_Me,0||1,2691,706,0.2624,0.2461,0.021825,2,is_strong_bull,STRONG_BULL,method1_asp
ex_sq_Sa_Su|asp3_Sa_lord,0||Ve,1318,355,0.2693,0.2461,0.0,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Ma_dom_Me|asp4_Ma_lord,1||Me,1229,332,0.2701,0.2461,0.0426187,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ma_dom_Su|asp4_Ma_lord,0||Me,1229,332,0.2701,0.2461,0.0426187,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ve_Ra|asp5_Ra_Sa,0||1,455,130,0.2857,0.2461,0.04964215,2,is_strong_bull,STRONG_BULL,method1_asp
asp3_Sa_Ve|asp7_Su_lord,0||Su,557,157,0.2819,0.2461,2.16e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ke_Ma|deg_conj_Ju_Sa,1||0,538,152,0.2825,0.2461,0.04863112,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ra_Ma|asp8_Ma_lord,0||Ve,1105,300,0.2715,0.2461,0.04128311,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ve_dom_Ju|asp3_Sa_lord,0||Ve,1148,311,0.2709,0.246,0.0,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Su_sign|asp9_Ju_sign,1||6,59,21,0.3559,0.246,0.00348153,2,is_bull,BULL_DIR,method1_asp
asp7_Ma_Ra|asp7_Mo_lord,0||Ve,1144,310,0.271,0.246,0.04414726,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ve_Ra|asp4_Ma_lord,0||Ve,1210,327,0.2702,0.246,0.04139049,2,is_strong_bull,STRONG_BULL,method1_asp
asp8_Ma_Ju|asp_Ma_dom_Su,0||1,1556,416,0.2674,0.246,0.03733475,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ma_dom_Ju|asp5_Ra_lord,1||Ve,444,127,0.286,0.246,1.046e-05,2,is_strong_bear,STRONG_BEAR,method1_asp
deg_sq_Ra_Ju|asp7_Mo_sign,1||10,59,21,0.3559,0.246,0.00516471,2,is_strong_bear,STRONG_BEAR,method1_asp
deg_trine_Su_Mo|asp10_Sa_lord,0||Me,1144,310,0.271,0.246,0.0,2,is_sideways,SIDEWAYS,method1_asp
asp9_Ju_Ma|asp7_Me_sign,1||2,59,21,0.3559,0.246,0.00516471,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ju_Ma|asp7_Ra_Sa,1||0,679,189,0.2784,0.246,0.049876,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ra_Ve|deg_opp_Ve_Sa,1||0,599,168,0.2805,0.246,0.04823463,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ma_Ju|asp7_Sa_Ra,1||0,679,189,0.2784,0.246,0.049876,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ma_dom_Ju|asp5_Ke_lord,1||Ma,444,127,0.286,0.246,1.046e-05,2,is_strong_bear,STRONG_BEAR,method1_asp
asp4_Ma_Ju|asp_Ma_dom_Mo,0||0,5443,1401,0.2574,0.246,0.00055591,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ju_Ma|asp7_Sa_Ra,1||0,679,189,0.2784,0.246,0.049876,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Mo_dom_Ve|asp7_Su_lord,0||Su,493,140,0.284,0.246,5.43e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Su_sign|asp5_Ju_sign,1||2,59,21,0.3559,0.246,0.00348153,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_Sa|asp7_Sa_lord,0||Ju,1090,296,0.2716,0.246,0.04390827,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Su_sign|asp7_Ju_sign,1||4,59,21,0.3559,0.246,0.00348153,2,is_bull,BULL_DIR,method1_asp
asp7_Ra_Ve|asp4_Ma_lord,0||Ve,1210,327,0.2702,0.246,0.04139049,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ma_Ju|asp7_Ra_Sa,1||0,679,189,0.2784,0.246,0.049876,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ke_dom_Sa|deg_conj_Ju_Su,0||1,225,68,0.3022,0.246,0.00026366,2,is_strong_bear,STRONG_BEAR,method1_asp
asp3_Sa_Su|asp_Sa_dom_Ve,0||1,2932,767,0.2616,0.246,0.01807649,2,is_strong_bull,STRONG_BULL,method1_asp
asp8_Ma_Ju|asp_Sa_dom_Ma,0||0,4212,1091,0.259,0.246,0.00571996,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Su_sign|asp7_Ju_lord,1||Mo,59,21,0.3559,0.246,0.00348153,2,is_bull,BULL_DIR,method1_asp
asp_Ma_dom_Su|asp_Ma_dom_Sa,1||0,1661,443,0.2667,0.246,0.03589888,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Mo_dom_Sa|deg_opp_Ju_Sa,1||0,1214,328,0.2702,0.246,0.04165705,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ra_dom_Sa|deg_conj_Ju_Su,1||1,225,68,0.3022,0.246,0.00026366,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Ke_dom_Me|deg_sq_Me_Sa,0||0,3003,785,0.2614,0.246,0.01850437,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ra_dom_Ju|deg_sq_Me_Sa,0||0,3003,785,0.2614,0.246,0.01850437,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ve_Ra|deg_opp_Ve_Sa,1||0,599,168,0.2805,0.246,0.04823463,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ra_dom_Me|deg_sq_Me_Sa,1||0,3003,785,0.2614,0.246,0.01850437,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ke_dom_Ju|deg_sq_Me_Sa,1||0,3003,785,0.2614,0.246,0.01850437,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Mo_dom_Ve|asp7_Su_sign,0||5,493,140,0.284,0.246,5.43e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ra_Ma|asp7_Mo_lord,0||Ve,1144,310,0.271,0.246,0.04414726,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ma_Ju|asp_Ra_dom_Mo,0||1,1408,378,0.2685,0.246,0.03949436,2,is_strong_bull,STRONG_BULL,method1_asp
deg_opp_Ju_Sa|asp7_Mo_lord,0||Sa,1214,328,0.2702,0.246,0.04165705,2,is_strong_bull,STRONG_BULL,method1_asp
deg_conj_Ju_Ma|asp7_Su_lord,1||Me,59,21,0.3559,0.246,0.00516471,2,is_strong_bear,STRONG_BEAR,method1_asp
asp9_Ra_Ve|asp5_Ju_lord,0||Ju,1009,275,0.2725,0.246,0.04522151,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Sa_dom_Su|ex_sq_Sa_Ma,0||0,5437,1400,0.2575,0.246,0.00050276,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ma_dom_Su|deg_sext_Me_Ju,1||0,1544,413,0.2675,0.246,0.0368031,2,is_strong_bull,STRONG_BULL,method1_asp
asp9_Ra_Ve|asp_Sa_dom_Ma,0||0,4073,1056,0.2593,0.246,0.00696545,2,is_strong_bull,STRONG_BULL,method1_asp
deg_opp_Ve_Sa|asp7_Sa_lord,0||Ju,1121,304,0.2712,0.246,0.04247448,2,is_strong_bull,STRONG_BULL,method1_asp
asp9_Ke_Me|asp_Ma_dom_Mo,0||0,5541,1426,0.2574,0.246,0.00035743,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ma_dom_Su,1,1661,443,0.2667,0.246,0.03589888,1,is_strong_bull,STRONG_BULL,method1_asp
asp9_Ra_Ve|asp4_Ma_lord,0||Me,1144,310,0.271,0.246,0.04414726,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ju_Ma|asp_Ra_dom_Mo,0||1,1408,378,0.2685,0.246,0.03949436,2,is_strong_bull,STRONG_BULL,method1_asp
asp5_Ju_Ma|asp_Ma_dom_Mo,0||0,5240,1350,0.2576,0.246,0.00098741,2,is_strong_bull,STRONG_BULL,method1_asp
asp10_Sa_Me|asp7_Su_sign,1||5,30,12,0.4,0.2459,0.01111605,2,is_strong_bear,STRONG_BEAR,method1_asp
asp9_Ju_Sa|asp7_Ve_lord,1||Su,30,12,0.4,0.2459,0.01111605,2,is_strong_bear,STRONG_BEAR,method1_asp
asp5_Ra_Me|asp8_Ma_lord,0||Me,1013,276,0.2725,0.2459,0.04557834,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ra_Su|asp7_Ve_sign,0||7,478,136,0.2845,0.2459,6.91e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
asp5_Ju_lord|n_asp_Sa,Ma||5,30,12,0.4,0.2459,0.01111605,2,is_strong_bear,STRONG_BEAR,method1_asp
asp10_Sa_Ke|asp_Sa_dom_Ve,0||1,2697,707,0.2621,0.2459,0.02193617,2,is_strong_bull,STRONG_BULL,method1_asp
deg_conj_Ju_Su|asp8_Ma_lord,0||Me,1098,298,0.2714,0.2459,0.04454529,2,is_strong_bull,STRONG_BULL,method1_asp
deg_sext_Ma_Mo|asp7_Su_sign,0||5,565,159,0.2814,0.2459,2.46e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
deg_sq_Me_Ma|asp7_Su_lord,0||Su,584,164,0.2808,0.2459,1.6e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Sa_dom_Ma|ex_trine_Ju_Sa,0||1,135,43,0.3185,0.2459,0.00110052,2,is_strong_bear,STRONG_BEAR,method1_asp
asp10_Sa_Me|asp7_Su_lord,1||Su,30,12,0.4,0.2459,0.01111605,2,is_strong_bear,STRONG_BEAR,method1_asp
deg_opp_Ma_Mo|asp7_Su_sign,1||2,30,12,0.4,0.2459,0.01111605,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Ve_natal_mo|asp_Sa_natal_mo,0||1,1849,491,0.2655,0.2459,0.03442958,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Sa_dom_Su|n_asp_Ma,0||0,913,250,0.2738,0.2459,0.04480846,2,is_strong_bull,STRONG_BULL,method1_asp
asp4_Ma_sign|asp5_Ju_sign,5||10,30,12,0.4,0.2459,0.01008597,2,is_sideways,SIDEWAYS,method1_asp
asp7_Ke_Su|asp5_Ke_lord,0||Ma,1013,276,0.2725,0.2459,0.0,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Su_dom_Me|deg_trine_Me_Ju,1||0,1079,293,0.2715,0.2459,0.04314343,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ra_dom_Mo|asp_Ma_natal_mo,0||1,1615,431,0.2669,0.2459,0.03694084,2,is_strong_bull,STRONG_BULL,method1_asp
asp3_Sa_Ra|asp4_Ma_lord,0||Ve,1160,314,0.2707,0.2459,0.04164536,2,is_strong_bull,STRONG_BULL,method1_asp
asp5_Ke_Sa|asp4_Ma_lord,0||Ve,1160,314,0.2707,0.2459,0.04164536,2,is_strong_bull,STRONG_BULL,method1_asp
deg_sq_Me_Ma|asp7_Su_sign,0||5,584,164,0.2808,0.2459,1.6e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ma_sign|asp7_Ju_sign,10||10,30,12,0.4,0.2459,0.01111605,2,is_strong_bear,STRONG_BEAR,method1_asp
ex_trine_Ju_Sa|asp3_Sa_lord,1||Ve,135,43,0.3185,0.2459,0.00110052,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ma_sign|asp5_Ju_sign,10||8,30,12,0.4,0.2459,0.01111605,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Ra_dom_Ma|asp10_Sa_lord,0||Ma,478,136,0.2845,0.2459,3.36e-06,2,is_sideways,SIDEWAYS,method1_asp
ex_sext_Sa_Ma|asp7_Mo_sign,1||3,30,12,0.4,0.2459,0.01111605,2,is_strong_bear,STRONG_BEAR,method1_asp
asp9_Ju_Ma|asp7_Su_sign,1||6,30,12,0.4,0.2459,0.01111605,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Ra_dom_Su|asp10_Sa_lord,1||Ma,478,136,0.2845,0.2459,3.36e-06,2,is_sideways,SIDEWAYS,method1_asp
asp_Sa_dom_Ve|ex_trine_Ju_Sa,1||1,135,43,0.3185,0.2459,0.00110052,2,is_strong_bear,STRONG_BEAR,method1_asp
asp8_Ma_sign|asp7_Ju_sign,11||10,30,12,0.4,0.2459,0.01111605,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Sa_dom_Ma|ex_sext_Sa_Su,0||0,4274,1106,0.2588,0.2459,0.00608203,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ma_sign|asp9_Ju_sign,10||12,30,12,0.4,0.2459,0.01111605,2,is_strong_bear,STRONG_BEAR,method1_asp
asp4_Ma_sign|asp7_Ju_sign,5||12,30,12,0.4,0.2459,0.01008597,2,is_sideways,SIDEWAYS,method1_asp
deg_sext_Ma_Mo|asp7_Su_lord,0||Su,565,159,0.2814,0.2459,2.46e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ma_sign|asp5_Ju_sign,8||10,30,12,0.4,0.2459,0.01008597,2,is_sideways,SIDEWAYS,method1_asp
asp7_Su_Ke|asp5_Ke_lord,0||Ma,1013,276,0.2725,0.2459,0.0,2,is_strong_bear,STRONG_BEAR,method1_asp
ex_trine_Sa_Ma|asp5_Ra_lord,0||Ve,1075,292,0.2716,0.2459,0.0,2,is_strong_bear,STRONG_BEAR,method1_asp
asp4_Ma_sign|asp7_Ju_sign,7||10,30,12,0.4,0.2459,0.01111605,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Ma_dom_Mo|deg_sext_Ma_Su,0||0,5250,1352,0.2575,0.2459,0.00107941,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Mo_dom_Su|asp_Ma_dom_Mo,0||0,5285,1361,0.2575,0.2459,0.00092024,2,is_strong_bull,STRONG_BULL,method1_asp
deg_trine_Me_Ju|asp7_Su_lord,0||Me,1079,293,0.2715,0.2459,0.04314343,2,is_strong_bull,STRONG_BULL,method1_asp
asp4_Ma_sign|asp5_Ju_sign,7||8,30,12,0.4,0.2459,0.01111605,2,is_strong_bear,STRONG_BEAR,method1_asp
asp9_Ju_Sa|asp7_Ve_sign,1||5,30,12,0.4,0.2459,0.01111605,2,is_strong_bear,STRONG_BEAR,method1_asp
asp3_Sa_lord|n_asp_Ju,Ma||5,30,12,0.4,0.2459,0.01008597,2,is_sideways,SIDEWAYS,method1_asp
asp4_Ma_sign|asp9_Ju_sign,5||2,30,12,0.4,0.2459,0.01008597,2,is_sideways,SIDEWAYS,method1_asp
asp8_Ma_sign|asp5_Ju_sign,9||10,30,12,0.4,0.2459,0.01008597,2,is_sideways,SIDEWAYS,method1_asp
asp_Ma_dom_Ve|deg_opp_Ra_Sa,1||0,3616,940,0.26,0.2459,0.01152952,2,is_strong_bull,STRONG_BULL,method1_asp
asp4_Ma_sign|asp9_Ju_sign,7||12,30,12,0.4,0.2459,0.01111605,2,is_strong_bear,STRONG_BEAR,method1_asp
asp8_Ma_Ra|asp_Sa_dom_Ma,0||0,4166,1079,0.259,0.2459,0.00681505,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Su_Ke|asp5_Ra_lord,0||Ve,1013,276,0.2725,0.2459,0.0,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Ju_natal_mo|deg_opp_Sa_Ma,1||0,1541,412,0.2674,0.2459,0.03971883,2,is_strong_bull,STRONG_BULL,method1_asp
asp8_Ma_sign|asp9_Ju_sign,11||12,30,12,0.4,0.2459,0.01111605,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Su_Ra|asp7_Ve_sign,0||7,478,136,0.2845,0.2459,6.91e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ma_sign|asp9_Ju_sign,8||2,30,12,0.4,0.2459,0.01008597,2,is_sideways,SIDEWAYS,method1_asp
asp3_Sa_Ve|asp3_Sa_lord,0||Ve,1222,330,0.27,0.2459,0.0,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Su_natal_mo|deg_opp_Ma_Mo,1||1,30,12,0.4,0.2459,0.01111605,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ma_sign|asp7_Ju_sign,8||12,30,12,0.4,0.2459,0.01008597,2,is_sideways,SIDEWAYS,method1_asp
asp_Ma_dom_Su|deg_sq_Ma_Su,1||0,1533,410,0.2674,0.2459,0.03933973,2,is_strong_bull,STRONG_BULL,method1_asp
asp8_Ma_sign|asp9_Ju_sign,9||2,30,12,0.4,0.2459,0.01008597,2,is_sideways,SIDEWAYS,method1_asp
asp_Ra_natal_mo|deg_conj_Me_Ma,1||0,1288,347,0.2694,0.2459,0.0428296,2,is_strong_bull,STRONG_BULL,method1_asp
asp9_Ke_Ma|n_asp_Ma,0||0,940,257,0.2734,0.2459,0.04737204,2,is_strong_bull,STRONG_BULL,method1_asp
asp8_Ma_sign|asp7_Ju_sign,9||12,30,12,0.4,0.2459,0.01008597,2,is_sideways,SIDEWAYS,method1_asp
asp_Ke_dom_Ma|asp10_Sa_lord,1||Ma,478,136,0.2845,0.2459,3.36e-06,2,is_sideways,SIDEWAYS,method1_asp
asp9_Ju_Su|asp5_Ju_lord,0||Ve,1261,340,0.2696,0.2459,0.0411922,2,is_strong_bull,STRONG_BULL,method1_asp
asp8_Ma_Ra|asp_Ma_dom_Mo,0||0,5409,1392,0.2573,0.2459,0.00066479,2,is_strong_bull,STRONG_BULL,method1_asp
asp4_Ma_lord|asp7_Ju_sign,Su||12,30,12,0.4,0.2459,0.01008597,2,is_sideways,SIDEWAYS,method1_asp
asp_Ra_natal_mo|deg_conj_Me_Ju,1||0,1346,362,0.2689,0.2459,0.03943144,2,is_strong_bull,STRONG_BULL,method1_asp
asp8_Ma_sign|asp5_Ju_sign,11||8,30,12,0.4,0.2459,0.01111605,2,is_strong_bear,STRONG_BEAR,method1_asp
asp4_Ma_lord|asp5_Ju_sign,Su||10,30,12,0.4,0.2459,0.01008597,2,is_sideways,SIDEWAYS,method1_asp
asp_Sa_natal_mo|ex_trine_Ju_Sa,1||1,135,43,0.3185,0.2459,0.00110052,2,is_strong_bear,STRONG_BEAR,method1_asp
deg_trine_Me_Ma|asp7_Sa_lord,0||Ju,1129,306,0.271,0.2459,0.04307151,2,is_strong_bull,STRONG_BULL,method1_asp
asp9_Ke_Ve|asp_Ju_dom_Sa,0||0,3466,902,0.2602,0.2459,0.01323107,2,is_strong_bull,STRONG_BULL,method1_asp
deg_trine_Sa_Mo|asp4_Ma_lord,0||Ve,1168,316,0.2705,0.2459,0.04220565,2,is_strong_bull,STRONG_BULL,method1_asp
asp4_Ma_Ju|asp3_Sa_Su,0||1,641,179,0.2793,0.2459,0.04950363,2,is_strong_bull,STRONG_BULL,method1_asp
asp4_Ma_lord|asp9_Ju_sign,Su||2,30,12,0.4,0.2459,0.01008597,2,is_sideways,SIDEWAYS,method1_asp
ex_trine_Sa_Ma|asp5_Ke_lord,0||Ma,1075,292,0.2716,0.2459,0.0,2,is_strong_bear,STRONG_BEAR,method1_asp
asp4_Ma_Ve|deg_trine_Ra_Ju,1||0,603,169,0.2803,0.2459,0.04890405,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ke_Su|asp5_Ra_lord,0||Ve,1013,276,0.2725,0.2459,0.0,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Ra_dom_Ve|asp10_Sa_lord,1||Ma,478,136,0.2845,0.2459,3.36e-06,2,is_sideways,SIDEWAYS,method1_asp
asp_Ke_dom_Ve|asp10_Sa_lord,0||Ma,478,136,0.2845,0.2459,3.36e-06,2,is_sideways,SIDEWAYS,method1_asp
asp_Ma_dom_Mo|deg_sext_Me_Ju,0||0,5408,1392,0.2574,0.2459,0.00059858,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Sa_sign|asp5_Ra_lord,8||Me,160,50,0.3125,0.2458,0.00091528,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Sa_sign|asp9_Ra_sign,8||10,160,50,0.3125,0.2458,0.00091528,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Sa_dom_Ju|asp7_Ra_lord,0||Ma,160,50,0.3125,0.2458,0.00091528,2,is_strong_bear,STRONG_BEAR,method1_asp
asp3_Sa_sign|asp9_Ke_sign,4||4,160,50,0.3125,0.2458,0.00091528,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ke_Ju|asp5_Ke_lord,0||Ma,775,214,0.2761,0.2458,1.4e-07,2,is_strong_bear,STRONG_BEAR,method1_asp
asp3_Sa_sign|asp5_Ke_lord,4||Ju,160,50,0.3125,0.2458,0.00091528,2,is_strong_bear,STRONG_BEAR,method1_asp
asp4_Ma_Ju|asp_Ma_dom_Ve,0||1,3463,901,0.2602,0.2458,0.01424467,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Sa_dom_Ju|asp5_Ke_sign,0||12,160,50,0.3125,0.2458,0.00091528,2,is_strong_bear,STRONG_BEAR,method1_asp
asp8_Ma_Ra|asp7_Ra_Ma,0||0,6283,1611,0.2564,0.2458,7.68e-06,2,is_strong_bull,STRONG_BULL,method1_asp
asp4_Ma_Ju|asp7_Ra_Ma,0||0,6410,1643,0.2563,0.2458,2.2e-06,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Sa_dom_Ju|asp7_Ke_lord,0||Ve,160,50,0.3125,0.2458,0.00091528,2,is_strong_bear,STRONG_BEAR,method1_asp
asp10_Sa_sign|asp5_Ra_sign,11||6,160,50,0.3125,0.2458,0.00091528,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Sa_dom_Ju|asp9_Ke_lord,0||Mo,160,50,0.3125,0.2458,0.00091528,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Ra_dom_Me|deg_sext_Me_Ju,1||0,3064,800,0.2611,0.2458,0.01887818,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Sa_dom_Ju|asp7_Ra_sign,0||8,160,50,0.3125,0.2458,0.00091528,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Sa_dom_Ma|asp5_Ra_sign,1||6,160,50,0.3125,0.2458,0.00091528,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ke_Sa|asp_Ma_dom_Ve,0||1,3464,901,0.2601,0.2458,0.01426063,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Sa_lord|asp5_Ke_lord,Ma||Ju,160,50,0.3125,0.2458,0.00091528,2,is_strong_bear,STRONG_BEAR,method1_asp
asp5_Ke_Sa|asp9_Ke_Me,0||0,6633,1699,0.2561,0.2458,7e-08,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Sa_dom_Ju|asp9_Ke_sign,0||4,160,50,0.3125,0.2458,0.00091528,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Sa_Ra|n_asp_Ma,0||0,1029,280,0.2721,0.2458,0.04700848,2,is_strong_bull,STRONG_BULL,method1_asp
asp3_Sa_lord|asp9_Ke_sign,Mo||4,160,50,0.3125,0.2458,0.00091528,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Sa_dom_Ma|asp7_Ra_sign,1||8,160,50,0.3125,0.2458,0.00091528,2,is_strong_bear,STRONG_BEAR,method1_asp
asp3_Sa_lord|asp7_Ra_lord,Mo||Ma,160,50,0.3125,0.2458,0.00091528,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ju_Ke|asp5_Ra_lord,0||Ve,775,214,0.2761,0.2458,1.4e-07,2,is_strong_bear,STRONG_BEAR,method1_asp
asp4_Ma_Ju|asp7_Ma_Ra,0||0,6410,1643,0.2563,0.2458,2.2e-06,2,is_strong_bull,STRONG_BULL,method1_asp
asp10_Sa_sign|asp5_Ke_sign,11||12,160,50,0.3125,0.2458,0.00091528,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ju_Ke|asp5_Ke_lord,0||Ma,775,214,0.2761,0.2458,1.4e-07,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ve_sign|asp7_Sa_lord,7||Ve,93,31,0.3333,0.2458,3.296e-05,2,is_bull,BULL_DIR,method1_asp
asp5_Ke_Sa|asp5_Ke_lord,0||Sa,1335,359,0.2689,0.2458,0.04216428,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ju_dom_Me|ex_opp_Ju_Sa,1||0,3732,969,0.2596,0.2458,0.01072315,2,is_strong_bull,STRONG_BULL,method1_asp
asp3_Sa_sign|asp7_Ra_sign,4||8,160,50,0.3125,0.2458,0.00091528,2,is_strong_bear,STRONG_BEAR,method1_asp
deg_sq_Ve_Ma|asp9_Ke_lord,0||Ju,687,191,0.278,0.2458,4.2e-07,2,is_strong_bear,STRONG_BEAR,method1_asp
