features,condition,n,k_pos,win_rate,wilson_lower,p_value,complexity,outcome,outcome_label,source
asp5_Ra_Ma|asp4_Ma_sign,0||2,506,301,0.5949,0.5515,0.04169434,2,is_bull,BULL_DIR,method1_asp
ex_trine_Ju_Ma|asp7_Ve_lord,0||Ma,1422,821,0.5774,0.5515,0.02829146,2,is_bull,BULL_DIR,method1_asp
deg_sext_Sa_Su|n_asp_Ma,0||3,1003,584,0.5823,0.5515,0.03437575,2,is_bull,BULL_DIR,method1_asp
asp7_Sa_Ke|asp8_Ma_sign,0||6,506,301,0.5949,0.5515,0.04169434,2,is_bull,BULL_DIR,method1_asp
asp_Ke_dom_Ma|n_asp_Sa,0||0,506,301,0.5949,0.5515,0.04169434,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Ju|asp7_Ma_lord,0||Su,506,301,0.5949,0.5515,0.04169434,2,is_bull,BULL_DIR,method1_asp
deg_sq_Ju_Su|deg_sq_Me_Ma,0||1,513,305,0.5945,0.5515,0.04293877,2,is_bull,BULL_DIR,method1_asp
asp7_Sa_Ke|asp7_Ma_lord,0||Su,506,301,0.5949,0.5515,0.04169434,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Ju|asp7_Ma_sign,0||5,506,301,0.5949,0.5515,0.04169434,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Ju|asp8_Ma_sign,0||6,506,301,0.5949,0.5515,0.04169434,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_Me|ex_sext_Sa_Ma,0||1,253,155,0.6126,0.5514,0.04633667,2,is_bull,BULL_DIR,method1_asp
asp5_Ra_Ma|deg_opp_Ra_Mo,0||1,296,180,0.6081,0.5514,0.04895602,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Ju|asp7_Ju_lord,0||Ma,1247,722,0.579,0.5514,0.03133898,2,is_bull,BULL_DIR,method1_asp
deg_sext_Ju_Sa|deg_sext_Me_Ve,1||0,625,369,0.5904,0.5514,0.03959781,2,is_bull,BULL_DIR,method1_asp
asp10_Sa_Ra|asp7_Mo_lord,0||Sa,1171,679,0.5798,0.5514,0.03205355,2,is_bull,BULL_DIR,method1_asp
deg_sq_Me_Ma|asp7_Ve_lord,0||Ma,1339,774,0.578,0.5514,0.02900011,2,is_bull,BULL_DIR,method1_asp
asp7_Me_Ke|asp7_Sa_Ve,0||1,466,278,0.5966,0.5514,0.04336747,2,is_bull,BULL_DIR,method1_asp
asp7_Me_Ke|asp7_Mo_sign,0||10,541,321,0.5933,0.5514,0.04335616,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Ve|asp7_Su_sign,0||9,632,373,0.5902,0.5514,0.04053278,2,is_bull,BULL_DIR,method1_asp
asp7_Mo_Su|asp9_Ke_lord,0||Ve,1431,826,0.5772,0.5514,0.02867019,2,is_bull,BULL_DIR,method1_asp
asp10_Sa_Ra|asp7_Me_sign,0||10,590,349,0.5915,0.5514,0.04259482,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_Sa|asp7_Ke_Me,1||0,466,278,0.5966,0.5514,0.04336747,2,is_bull,BULL_DIR,method1_asp
deg_sext_Me_Ma|asp10_Sa_sign,0||7,660,389,0.5894,0.5514,0.04039277,2,is_bull,BULL_DIR,method1_asp
asp7_Ke_Ve|ex_sq_Sa_Ma,0||1,253,155,0.6126,0.5514,0.04633667,2,is_bull,BULL_DIR,method1_asp
asp_Me_dom_Su|n_asp_Sa,0||0,827,484,0.5852,0.5514,0.03786402,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_Ra|deg_conj_Ra_Sa,1||0,618,365,0.5906,0.5514,0.04260434,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Ve|n_asp_Ma,0||4,386,232,0.601,0.5514,0.04578215,2,is_bull,BULL_DIR,method1_asp
ex_trine_Sa_Su|asp7_Ve_sign,0||9,590,349,0.5915,0.5514,0.04259482,2,is_bull,BULL_DIR,method1_asp
asp7_Ke_Me|asp7_Mo_sign,0||10,541,321,0.5933,0.5514,0.04335616,2,is_bull,BULL_DIR,method1_asp
ex_trine_Sa_Su|asp8_Ma_sign,0||2,660,389,0.5894,0.5514,0.04039277,2,is_bull,BULL_DIR,method1_asp
asp7_Su_Mo|asp9_Ke_lord,0||Ve,1431,826,0.5772,0.5514,0.02867019,2,is_bull,BULL_DIR,method1_asp
asp10_Sa_Ra|deg_sq_Me_Sa,1||0,426,255,0.5986,0.5514,0.0447724,2,is_bull,BULL_DIR,method1_asp
asp7_Su_Mo|asp9_Ra_lord,0||Ma,1431,826,0.5772,0.5514,0.02867019,2,is_bull,BULL_DIR,method1_asp
asp7_Ma_Me|asp9_Ke_Ve,0||1,569,337,0.5923,0.5514,0.04360487,2,is_bull,BULL_DIR,method1_asp
asp_Ve_dom_Ma|deg_sq_Me_Ma,1||0,1339,774,0.578,0.5514,0.02900011,2,is_bull,BULL_DIR,method1_asp
asp_Ve_dom_Me|asp5_Ju_lord,0||Ju,922,538,0.5835,0.5514,0.03688195,2,is_bull,BULL_DIR,method1_asp
asp_Ma_dom_Su|asp_Ju_dom_Ma,0||0,2872,1636,0.5696,0.5514,0.01120673,2,is_bull,BULL_DIR,method1_asp
deg_sext_Me_Ma|asp7_Sa_lord,0||Mo,660,389,0.5894,0.5514,0.04039277,2,is_bull,BULL_DIR,method1_asp
asp_Ju_dom_Sa|asp_Sa_dom_Ve,1||0,2769,1578,0.5699,0.5514,0.01305165,2,is_bull,BULL_DIR,method1_asp
asp7_Sa_Ve|asp7_Ke_Me,1||0,466,278,0.5966,0.5514,0.04336747,2,is_bull,BULL_DIR,method1_asp
asp7_Me_Ke|asp7_Ve_Sa,0||1,466,278,0.5966,0.5514,0.04336747,2,is_bull,BULL_DIR,method1_asp
asp7_Me_Ma|asp9_Ke_Ve,0||1,569,337,0.5923,0.5514,0.04360487,2,is_bull,BULL_DIR,method1_asp
asp7_Mo_Su|asp9_Ra_lord,0||Ma,1431,826,0.5772,0.5514,0.02867019,2,is_bull,BULL_DIR,method1_asp
asp7_Ra_Ve|deg_conj_Ra_Sa,1||0,618,365,0.5906,0.5514,0.04260434,2,is_bull,BULL_DIR,method1_asp
asp_Ma_dom_Su|asp_Ju_dom_Ve,0||1,2872,1636,0.5696,0.5514,0.01120673,2,is_bull,BULL_DIR,method1_asp
asp5_Ra_Ma|asp_Sa_dom_Ve,0||0,3903,2213,0.567,0.5514,0.00412833,2,is_bull,BULL_DIR,method1_asp
asp10_Sa_Ra|asp_Mo_dom_Sa,0||1,1171,679,0.5798,0.5514,0.03205355,2,is_bull,BULL_DIR,method1_asp
deg_sq_Ju_Su|asp9_Ke_lord,0||Me,1479,853,0.5767,0.5514,0.02852033,2,is_bull,BULL_DIR,method1_asp
deg_sext_Me_Ma|asp7_Sa_sign,0||4,660,389,0.5894,0.5514,0.04039277,2,is_bull,BULL_DIR,method1_asp
ex_trine_Sa_Su|asp4_Ma_sign,0||10,660,389,0.5894,0.5514,0.04039277,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_Ke|ex_sq_Sa_Ma,0||1,253,155,0.6126,0.5514,0.04633667,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_lord|asp5_Ke_lord,Me||Sa,205,127,0.6195,0.5514,0.04642872,2,is_bull,BULL_DIR,method1_asp
deg_sq_Ju_Su|asp9_Ra_lord,0||Ju,1479,853,0.5767,0.5514,0.02852033,2,is_bull,BULL_DIR,method1_asp
deg_sext_Me_Ve|asp9_Ju_lord,0||Me,1019,593,0.5819,0.5514,0.03556576,2,is_bull,BULL_DIR,method1_asp
ex_trine_Sa_Su|asp7_Ma_sign,0||1,660,389,0.5894,0.5514,0.04039277,2,is_bull,BULL_DIR,method1_asp
deg_sq_Ma_Su|deg_sext_Me_Sa,1||0,548,325,0.5931,0.5514,0.04459248,2,is_bull,BULL_DIR,method1_asp
deg_sext_Me_Ma|asp3_Sa_sign,0||12,660,389,0.5894,0.5514,0.04039277,2,is_bull,BULL_DIR,method1_asp
deg_sext_Ju_Su|deg_conj_Me_Sa,0||1,315,191,0.6063,0.5514,0.0489397,2,is_bull,BULL_DIR,method1_asp
asp_Ju_dom_Sa|asp7_Sa_sign,0||10,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp10_Sa_Me|deg_trine_Ju_Ma,0||0,6373,3591,0.5635,0.5513,2.3e-07,2,is_bull,BULL_DIR,method1_asp
ex_conj_Ju_Sa|asp7_Ma_sign,0||6,494,294,0.5951,0.5513,0.04410149,2,is_bull,BULL_DIR,method1_asp
asp_Ju_dom_Sa|asp10_Sa_sign,0||1,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_sign|asp3_Sa_sign,4||6,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp_Mo_dom_Sa|asp3_Sa_lord,0||Me,924,539,0.5833,0.5513,0.03707469,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Ke|asp9_Ke_lord,0||Ve,1311,758,0.5782,0.5513,0.03225459,2,is_bull,BULL_DIR,method1_asp
asp_Ju_dom_Sa|asp3_Sa_sign,0||6,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp5_Ju_lord|asp10_Sa_sign,Ju||1,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp3_Sa_Ve|asp_Ra_natal_mo,0||0,5528,3120,0.5644,0.5513,0.00010189,2,is_bull,BULL_DIR,method1_asp
asp10_Sa_Ra|any_Ju_Ma_asp,1||0,341,206,0.6041,0.5513,0.04491805,2,is_bull,BULL_DIR,method1_asp
asp_Ra_dom_Ma|n_asp_Ju,1||2,1028,598,0.5817,0.5513,0.03624965,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Ke|asp9_Ra_lord,0||Ma,1311,758,0.5782,0.5513,0.03225459,2,is_bull,BULL_DIR,method1_asp
asp7_Sa_Ke|asp5_Ke_Me,0||1,303,184,0.6073,0.5513,0.04516278,2,is_bull,BULL_DIR,method1_asp
asp3_Sa_Ve|asp_Ve_dom_Me,0||0,5548,3131,0.5643,0.5513,9.646e-05,2,is_bull,BULL_DIR,method1_asp
asp_Mo_dom_Sa|ex_sext_Sa_Ma,1||0,1203,697,0.5794,0.5513,0.03142849,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_sign|asp3_Sa_lord,4||Me,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp5_Ju_sign|asp10_Sa_sign,12||1,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp9_Ra_Ve|asp_Ma_dom_Ve,0||1,3432,1949,0.5679,0.5513,0.00722399,2,is_bull,BULL_DIR,method1_asp
asp_Ke_dom_Ma|n_asp_Ju,0||2,1028,598,0.5817,0.5513,0.03624965,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Ke|asp9_Ju_Me,1||0,690,406,0.5884,0.5513,0.04044778,2,is_bull,BULL_DIR,method1_asp
asp_Ju_dom_Ve|asp7_Su_lord,0||Sa,690,406,0.5884,0.5513,0.04044778,2,is_bull,BULL_DIR,method1_asp
asp_Me_dom_Sa|asp5_Ke_lord,0||Sa,1272,736,0.5786,0.5513,0.03267907,2,is_bull,BULL_DIR,method1_asp
asp7_Ju_lord|asp7_Sa_sign,Ve||10,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp7_Ju_sign|asp7_Sa_sign,2||10,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
ex_sext_Sa_Ma|asp7_Mo_lord,0||Sa,1203,697,0.5794,0.5513,0.03142849,2,is_bull,BULL_DIR,method1_asp
asp5_Ju_lord|asp10_Sa_lord,Ju||Ma,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Me|asp7_Me_lord,1||Me,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_lord|asp7_Sa_sign,Mo||10,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_lord|asp3_Sa_lord,Mo||Me,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
ex_conj_Ju_Sa|asp4_Ma_sign,0||3,494,294,0.5951,0.5513,0.04410149,2,is_bull,BULL_DIR,method1_asp
deg_sq_Me_Sa|asp8_Ma_sign,0||6,494,294,0.5951,0.5513,0.04410149,2,is_bull,BULL_DIR,method1_asp
asp7_Me_sign|asp8_Ma_lord,10||Ma,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp_Ra_natal_mo|ex_sext_Ju_Ma,0||1,154,97,0.6299,0.5513,0.04951232,2,is_bull,BULL_DIR,method1_asp
asp7_Ju_lord|asp3_Sa_sign,Ve||6,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_Su|n_asp_Ju,0||2,1822,1046,0.5741,0.5513,0.02450713,2,is_bull,BULL_DIR,method1_asp
asp_Ke_dom_Ve|n_asp_Ju,1||2,1028,598,0.5817,0.5513,0.03624965,2,is_bull,BULL_DIR,method1_asp
asp7_Ju_lord|asp10_Sa_sign,Ve||1,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_Ve|n_asp_Ma,0||3,961,560,0.5827,0.5513,0.03705587,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_sign|asp10_Sa_lord,4||Ma,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp_Ra_dom_Ve|n_asp_Ju,0||2,1028,598,0.5817,0.5513,0.03624965,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_Su|asp3_Sa_Ve,0||0,6263,3530,0.5636,0.5513,6.9e-07,2,is_bull,BULL_DIR,method1_asp
deg_sq_Me_Sa|asp4_Ma_sign,0||2,494,294,0.5951,0.5513,0.04410149,2,is_bull,BULL_DIR,method1_asp
ex_conj_Ju_Sa|asp8_Ma_sign,0||7,494,294,0.5951,0.5513,0.04410149,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_lord|asp10_Sa_lord,Mo||Ma,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_lord|asp10_Sa_sign,Mo||1,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_Ke|asp7_Ju_lord,0||Ma,1164,675,0.5799,0.5513,0.03167763,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_Ve|deg_opp_Ra_Mo,0||1,303,184,0.6073,0.5513,0.04516278,2,is_bull,BULL_DIR,method1_asp
asp9_Ke_Ve|asp9_Ke_lord,0||Ve,1474,850,0.5767,0.5513,0.02834734,2,is_bull,BULL_DIR,method1_asp
asp5_Ju_lord|asp3_Sa_sign,Ju||6,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp7_Ju_sign|asp10_Sa_sign,2||1,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
deg_sq_Me_Sa|asp7_Ma_sign,0||5,494,294,0.5951,0.5513,0.04410149,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Me|asp4_Ma_lord,1||Ju,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp_Ju_dom_Ma|asp7_Su_lord,1||Sa,690,406,0.5884,0.5513,0.04044778,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Ve|deg_conj_Me_Sa,0||1,303,184,0.6073,0.5513,0.04516278,2,is_bull,BULL_DIR,method1_asp
asp9_Ke_Ve|asp9_Ra_lord,0||Ma,1474,850,0.5767,0.5513,0.02834734,2,is_bull,BULL_DIR,method1_asp
asp5_Ju_lord|asp3_Sa_lord,Ju||Me,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp_Ju_dom_Ve|ex_sq_Sa_Ma,0||1,154,97,0.6299,0.5513,0.04951232,2,is_bull,BULL_DIR,method1_asp
deg_sq_Me_Sa|asp7_Ma_lord,0||Su,494,294,0.5951,0.5513,0.04410149,2,is_bull,BULL_DIR,method1_asp
asp5_Ju_sign|asp3_Sa_lord,12||Me,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp5_Ju_sign|asp7_Sa_sign,12||10,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp_Ju_dom_Ma|ex_sq_Sa_Ma,1||1,154,97,0.6299,0.5513,0.04951232,2,is_bull,BULL_DIR,method1_asp
asp_Ke_dom_Su|ex_sext_Ju_Ma,0||1,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp5_Ju_sign|asp3_Sa_sign,12||6,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_sign|asp10_Sa_sign,4||1,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
any_Ju_Ma_asp|asp4_Ma_sign,0||2,303,184,0.6073,0.5513,0.04516278,2,is_bull,BULL_DIR,method1_asp
asp7_Ju_sign|asp10_Sa_lord,2||Ma,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
deg_trine_Ma_Su|asp5_Ju_lord,0||Ju,998,581,0.5822,0.5513,0.03695754,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_sign|asp7_Sa_sign,4||10,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp7_Ju_sign|asp3_Sa_sign,2||6,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
deg_trine_Ma_Su|asp7_Ve_sign,0||12,487,290,0.5955,0.5513,0.0427901,2,is_bull,BULL_DIR,method1_asp
asp_Ju_dom_Su|n_asp_Ju,0||1,1655,952,0.5752,0.5513,0.02685843,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_lord|asp3_Sa_sign,Mo||6,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp_Ve_dom_Ma|asp9_Ju_lord,0||Ve,924,539,0.5833,0.5513,0.03707469,2,is_bull,BULL_DIR,method1_asp
asp7_Ke_Ve|asp7_Ju_lord,0||Ma,1164,675,0.5799,0.5513,0.03167763,2,is_bull,BULL_DIR,method1_asp
asp7_Ju_sign|asp3_Sa_lord,2||Me,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp5_Ju_lord|asp7_Sa_sign,Ju||10,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
any_Ju_Ma_asp|asp8_Ma_sign,0||6,303,184,0.6073,0.5513,0.04516278,2,is_bull,BULL_DIR,method1_asp
any_Ju_Ma_asp|asp7_Ma_lord,0||Su,303,184,0.6073,0.5513,0.04516278,2,is_bull,BULL_DIR,method1_asp
asp5_Ke_Me|asp7_Ke_Sa,1||0,303,184,0.6073,0.5513,0.04516278,2,is_bull,BULL_DIR,method1_asp
any_Ju_Ma_asp|asp7_Ma_sign,0||5,303,184,0.6073,0.5513,0.04516278,2,is_bull,BULL_DIR,method1_asp
asp5_Ju_sign|asp10_Sa_lord,12||Ma,127,81,0.6378,0.5513,0.04817428,2,is_bull,BULL_DIR,method1_asp
asp_Ve_natal_mo|asp_Ra_natal_mo,0||0,5601,3160,0.5642,0.5512,8.313e-05,2,is_bull,BULL_DIR,method1_asp
asp_Ju_dom_Sa|asp7_Ma_lord,0||Ve,529,314,0.5936,0.5512,0.04592642,2,is_bull,BULL_DIR,method1_asp
asp9_Ke_Ve|deg_sext_Ju_Sa,0||1,648,382,0.5895,0.5512,0.04279609,2,is_bull,BULL_DIR,method1_asp
asp7_Ke_Ve|deg_sq_Ma_Su,0||1,536,318,0.5933,0.5512,0.04257287,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_Ke|asp3_Sa_lord,0||Me,1014,590,0.5819,0.5512,0.03522714,2,is_bull,BULL_DIR,method1_asp
asp_Su_dom_Ju|asp_Mo_dom_Sa,0||1,1030,599,0.5816,0.5512,0.03641035,2,is_bull,BULL_DIR,method1_asp
deg_trine_Me_Ju|asp8_Ma_sign,0||2,620,366,0.5903,0.5512,0.04292994,2,is_bull,BULL_DIR,method1_asp
asp_Ve_dom_Me|asp_Ju_dom_Ve,0||1,2977,1694,0.569,0.5512,0.01172557,2,is_bull,BULL_DIR,method1_asp
asp5_Ra_Su|asp7_Mo_lord,0||Sa,1159,672,0.5798,0.5512,0.0339297,2,is_bull,BULL_DIR,method1_asp
deg_conj_Me_Sa|asp4_Ma_sign,0||9,662,390,0.5891,0.5512,0.04070553,2,is_bull,BULL_DIR,method1_asp
deg_trine_Me_Ju|asp7_Ma_sign,0||1,620,366,0.5903,0.5512,0.04292994,2,is_bull,BULL_DIR,method1_asp
asp9_Ra_Su|asp9_Ke_lord,0||Me,1476,851,0.5766,0.5512,0.02845005,2,is_bull,BULL_DIR,method1_asp
deg_trine_Me_Ju|asp4_Ma_sign,0||10,620,366,0.5903,0.5512,0.04292994,2,is_bull,BULL_DIR,method1_asp
ex_sext_Sa_Ma|asp7_Ve_sign,0||1,655,386,0.5893,0.5512,0.03982243,2,is_bull,BULL_DIR,method1_asp
asp5_Ra_Su|asp_Mo_dom_Sa,0||1,1159,672,0.5798,0.5512,0.0339297,2,is_bull,BULL_DIR,method1_asp
asp10_Sa_Me|n_asp_Ju,0||2,1792,1029,0.5742,0.5512,0.02544418,2,is_bull,BULL_DIR,method1_asp
asp_Su_dom_Ju|asp7_Mo_lord,0||Sa,1030,599,0.5816,0.5512,0.03641035,2,is_bull,BULL_DIR,method1_asp
asp7_Ke_Ve|asp3_Sa_lord,0||Me,1014,590,0.5819,0.5512,0.03522714,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Me|ex_sq_Ju_Su,1||0,669,394,0.5889,0.5512,0.04161818,2,is_bull,BULL_DIR,method1_asp
asp3_Sa_Ve|asp_Sa_natal_mo,0||0,5016,2834,0.565,0.5512,0.00061118,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_Ke|deg_sq_Ma_Su,0||1,536,318,0.5933,0.5512,0.04257287,2,is_bull,BULL_DIR,method1_asp
asp9_Ra_Su|asp9_Ra_lord,0||Ju,1476,851,0.5766,0.5512,0.02845005,2,is_bull,BULL_DIR,method1_asp
asp9_Ra_Ve|deg_trine_Ju_Ma,0||0,6415,3614,0.5634,0.5512,1.5e-07,2,is_bull,BULL_DIR,method1_asp
asp3_Sa_Ve|deg_trine_Ju_Ma,0||0,6358,3582,0.5634,0.5512,3.3e-07,2,is_bull,BULL_DIR,method1_asp
deg_sq_Me_Sa|asp7_Ve_sign,0||12,454,271,0.5969,0.5512,0.04585257,2,is_bull,BULL_DIR,method1_asp
asp_Ve_dom_Me|asp_Ju_dom_Ma,0||0,2977,1694,0.569,0.5512,0.01172557,2,is_bull,BULL_DIR,method1_asp
deg_conj_Me_Sa|asp7_Ma_sign,0||12,662,390,0.5891,0.5512,0.04070553,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_Ve|asp7_Me_sign,0||3,634,374,0.5899,0.5512,0.04087121,2,is_bull,BULL_DIR,method1_asp
deg_conj_Me_Sa|asp8_Ma_sign,0||1,662,390,0.5891,0.5512,0.04070553,2,is_bull,BULL_DIR,method1_asp
asp7_Mo_Su|asp7_Ve_lord,0||Ma,1345,777,0.5777,0.5511,0.03156211,2,is_bull,BULL_DIR,method1_asp
deg_conj_Me_Sa|asp4_Ma_sign,0||3,475,283,0.5958,0.5511,0.04524278,2,is_bull,BULL_DIR,method1_asp
asp7_Me_Ju|asp10_Sa_Ma,0||1,578,342,0.5917,0.5511,0.04513295,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Sa|asp7_Ju_Me,1||0,578,342,0.5917,0.5511,0.04513295,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Ju|asp_Ju_natal_mo,0||1,1526,879,0.576,0.5511,0.03041751,2,is_bull,BULL_DIR,method1_asp
asp7_Me_Ra|asp_Ve_dom_Ma,1||0,260,159,0.6115,0.5511,0.04909264,2,is_bull,BULL_DIR,method1_asp
asp_Me_dom_Su|asp_Ra_natal_mo,0||0,5471,3087,0.5642,0.5511,0.00016313,2,is_bull,BULL_DIR,method1_asp
asp7_Ra_Me|asp_Ve_dom_Ma,1||0,260,159,0.6115,0.5511,0.04909264,2,is_bull,BULL_DIR,method1_asp
asp10_Sa_Ma|asp7_Me_sign,0||3,564,334,0.5922,0.5511,0.04283497,2,is_bull,BULL_DIR,method1_asp
asp7_Ju_Me|asp10_Sa_Ma,0||1,578,342,0.5917,0.5511,0.04513295,2,is_bull,BULL_DIR,method1_asp
deg_sext_Ju_Su|asp9_Ra_lord,0||Ma,1471,848,0.5765,0.5511,0.03037496,2,is_bull,BULL_DIR,method1_asp
asp7_Me_Ke|asp7_Sa_sign,0||9,468,279,0.5962,0.5511,0.04385991,2,is_bull,BULL_DIR,method1_asp
asp7_Ra_Mo|asp_Ke_natal_mo,0||1,2150,1230,0.5721,0.5511,0.02072481,2,is_bull,BULL_DIR,method1_asp
deg_conj_Me_Sa|asp8_Ma_sign,0||7,475,283,0.5958,0.5511,0.04524278,2,is_bull,BULL_DIR,method1_asp
asp_Ve_dom_Me|asp_Ve_natal_mo,0||0,5535,3123,0.5642,0.5511,0.00012424,2,is_bull,BULL_DIR,method1_asp
asp7_Ke_Me|asp10_Sa_sign,0||12,468,279,0.5962,0.5511,0.04385991,2,is_bull,BULL_DIR,method1_asp
asp7_Mo_Ra|asp_Ke_natal_mo,0||1,2150,1230,0.5721,0.5511,0.02072481,2,is_bull,BULL_DIR,method1_asp
deg_sext_Ju_Su|asp9_Ke_lord,0||Ve,1471,848,0.5765,0.5511,0.03037496,2,is_bull,BULL_DIR,method1_asp
asp10_Sa_Ma|ex_sext_Sa_Su,1||0,578,342,0.5917,0.5511,0.04513295,2,is_bull,BULL_DIR,method1_asp
asp7_Me_Ke|asp3_Sa_sign,0||5,468,279,0.5962,0.5511,0.04385991,2,is_bull,BULL_DIR,method1_asp
asp7_Mo_Su|asp_Ve_dom_Ma,0||1,1345,777,0.5777,0.5511,0.03156211,2,is_bull,BULL_DIR,method1_asp
asp7_Me_Ke|asp3_Sa_lord,0||Su,468,279,0.5962,0.5511,0.04385991,2,is_bull,BULL_DIR,method1_asp
deg_conj_Me_Sa|asp7_Ma_sign,0||6,475,283,0.5958,0.5511,0.04524278,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Su|asp7_Ve_sign,0||9,592,350,0.5912,0.5511,0.04294814,2,is_bull,BULL_DIR,method1_asp
asp7_Su_Mo|asp7_Ve_lord,0||Ma,1345,777,0.5777,0.5511,0.03156211,2,is_bull,BULL_DIR,method1_asp
asp3_Sa_Ju|asp8_Ma_lord,0||Ve,1062,617,0.581,0.5511,0.03583965,2,is_bull,BULL_DIR,method1_asp
deg_conj_Me_Sa|ex_sq_Sa_Ma,0||1,260,159,0.6115,0.5511,0.04909264,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Sa|asp7_Me_sign,0||3,564,334,0.5922,0.5511,0.04283497,2,is_bull,BULL_DIR,method1_asp
asp7_Su_Ke|asp_Ju_dom_Ve,0||1,3381,1920,0.5679,0.5511,0.00821773,2,is_bull,BULL_DIR,method1_asp
asp7_Me_Ke|asp10_Sa_sign,0||12,468,279,0.5962,0.5511,0.04385991,2,is_bull,BULL_DIR,method1_asp
asp_Me_dom_Sa|deg_trine_Ma_Su,0||1,291,177,0.6082,0.5511,0.04731252,2,is_bull,BULL_DIR,method1_asp
